CODGEO;NBMENFISC17;NBPERSMENFISC17;MED17;PIMP17;TP6017;TP60AGE117;TP60AGE217;TP60AGE317;TP60AGE417;TP60AGE517;TP60AGE617;TP60TOL117;TP60TOL217;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;D117;D917;RD17
576;41635;95298;21010;48.4;13.2;22.4;18.9;15.2;11.7;8.5;8.6;6.9;28.9;72.6;65.2;3.3;4.1;29.4;7.9;5;1.8;2;1.2;-14.9;11710;35680;3
577;107859;248287;22200;36.9;14.3;21.1;17.1;17.2;13.2;9.1;9.3;7.7;28.3;40.8;35.3;2.7;2.8;22.9;42.4;3.8;1.3;1.5;1;-9.9;11110;42370;3.8
579;145143;322379;21620;50.4;14.9;25.4;19.9;17.8;12.9;8.5;7.5;5.4;27.7;66.7;58.7;3;5;27.3;16.4;5.4;1.8;2.1;1.5;-15.8;11080;39470;3.6
581;13184;25501;18710;41.3;18.2;27.6;25.2;22.8;23.6;12.3;11.8;13.8;32.1;47.7;37.8;2.6;7.3;49.1;11;5.2;1.6;2.5;1.1;-13;10160;31300;3.1
582;9937;19325;19060;44.9;17.5;26.6;22.2;24.2;21.4;12.1;9.5;11.7;34.5;51;42.8;2.5;5.7;46.9;9.8;5.8;1.7;2.8;1.3;-13.5;10450;31700;3
583;52818;109681;20110;47.5;14.7;25;20.2;18.1;14.6;9.7;7.2;7.2;30.3;62.6;55.2;2.6;4.8;37.9;7.8;6.6;2;3;1.6;-14.9;11250;32660;2.9
584;20459;41420;20070;46.9;14.9;20.7;17.7;20.3;18.2;9.8;8.4;9.9;30.6;56.7;47.6;2.8;6.3;43.4;9;5.4;1.8;2.4;1.2;-14.5;11230;32720;2.9
591;92446;220952;17820;38.7;23.6;38.7;28.8;27.2;22.7;15.1;12.6;11.3;42.7;65.2;56.4;3.5;5.3;30;7.7;10.3;3.3;4.4;2.6;-13.2;9710;31100;3.2
592;66396;156891;18710;41;19.3;30.2;23.3;22.6;20.2;11.2;10;9.5;38.5;68.1;59;3.7;5.4;29.9;7.6;8.2;3;3.3;1.9;-13.8;10400;31740;3.1
593;98943;241590;18960;41.9;18.4;29.9;21.6;20.6;18;11.9;10.7;7.3;32.8;70.3;62.8;3.5;4;28.7;5.8;8.9;3.2;3.4;2.3;-13.7;10630;32380;3
594;154176;368591;19940;46.5;15;23.5;18.3;17.4;14.2;9.1;8.9;6;29.8;71.2;63;3.4;4.8;29.1;7.7;6.8;2.7;2.4;1.7;-14.8;11320;33240;2.9
595;495770;1176345;20460;49.9;18;28;19.4;20.2;17.9;11.8;9.2;6.7;33.4;77.3;68.8;3.3;5.2;23.6;8.6;7.4;2.7;2.8;1.9;-16.9;10450;37990;3.6
596;139637;337641;17840;38.7;23;37;26.8;26.5;22.1;14.6;12.3;10.1;39.7;68.7;60.9;3.6;4.2;27.8;6.6;10.4;3.4;4.3;2.7;-13.5;9900;31260;3.2
601;90717;224949;20970;52.9;13.6;20.8;16.5;15;13.1;8.9;7.5;5.8;28.8;75.1;67.5;3.3;4.3;27.1;6.8;6.2;2.8;2.1;1.3;-15.2;11560;34050;2.9
602;51183;127944;21630;54.8;9.9;16;9.9;12.3;9.1;6.7;6.5;5.2;22.9;76.3;69.5;3;3.8;26.7;6.6;5.2;2.5;1.7;1;-14.8;12700;33890;2.7
603;73044;175479;21350;54.2;13.1;21.9;16.2;15;12.1;8.1;7.6;5.3;27.2;75.3;67.7;3.2;4.4;27.8;7.9;5.5;2.4;1.9;1.2;-16.5;11650;36700;3.2
604;108749;275651;22050;57.1;13.6;19.5;17.2;15.6;12.7;9.1;6.4;5;26.5;79.8;72.4;3.3;4.1;24.9;7.7;5.5;2.5;1.7;1.3;-17.9;11470;39320;3.4
611;37415;81107;19750;44.9;16.1;25.3;20.5;20.4;16.9;9.3;8.5;7.6;31.4;62.4;54.2;2.6;5.6;35.9;9.3;6.4;2.4;2.4;1.6;-14;10850;32520;3
612;48008;105859;19440;42.4;14.7;23.2;17.3;18.3;15.5;9.3;8.9;7.7;30.2;62.8;54.3;2.8;5.7;35.7;8.7;6;2.4;2.1;1.5;-13.2;11290;30840;2.7
613;38071;83129;19470;44.4;15.7;22.1;20.4;20.2;16.7;9.9;8.9;9.4;30.7;61.5;52.1;3.1;6.3;37.4;9.3;5.7;2.3;2;1.4;-13.9;10990;31830;2.9
621;102890;244599;20350;48.1;14.7;24.4;17.5;16.5;14.3;8.6;10.5;7;31.6;72.8;63.6;2.9;6.3;28.3;8.2;6.2;2.6;2.2;1.4;-15.5;11310;34650;3.1
622;119865;289743;18770;40.4;18.6;31.5;22.3;20.7;17.8;11.2;11.4;7.5;36.2;70.8;63.2;3.1;4.5;28.8;6.2;8.4;3.1;3.1;2.2;-14.2;10620;31440;3
623;66876;157232;18480;41.5;19.1;33.3;23.7;21.4;18.2;11.4;10.8;7.4;34.2;68.4;59.1;3.6;5.7;30.2;8.1;8.5;2.9;3.3;2.3;-15.2;10650;32380;3
624;49457;112476;19280;44.7;16.5;25.3;19.4;21;17.5;9.4;11.3;9.1;30.6;62.7;53;3.2;6.5;35.6;11;6.3;2.4;2.4;1.5;-15.6;10930;33570;3.1
625;52070;127438;18940;41.7;17.3;29.1;19.8;19.9;15.8;10.5;11.4;8.4;35.5;70.6;62.5;3.1;5;27.8;7.6;7.9;3.2;2.8;1.9;-13.9;10860;31250;2.9
626;63299;153302;18420;41.6;21.1;34.8;25.8;23.8;20.3;11.3;10.3;9;39.6;70.4;61.7;3.9;4.8;27.9;6.4;9.4;3.4;3.6;2.4;-14.1;10160;31200;3.1
627;148762;365618;17240;35.2;23.7;35.2;27.5;27.2;23.5;15;13.2;8.6;37.8;68;61;3.8;3.2;28.6;4.5;11.5;3.9;4.5;3.1;-12.6;9970;28570;2.9
631;12852;26420;19310;41.9;16.2;23.6;21.4;19.4;16.2;11.4;13.5;12.1;32.2;58.8;50;3.1;5.7;39.4;10.4;4.9;1.8;2;1.1;-13.5;10940;32090;2.9
632;156621;331912;21950;54.9;13;25.8;15.8;14.6;12.1;7.5;6.6;5;27;71.8;64.4;2.7;4.7;30.4;10.1;5.2;1.8;1.9;1.5;-17.5;11570;38700;3.3
633;35191;76017;20390;45.2;12.7;16.8;13.6;12.9;13.6;10.3;12;8.8;24;67.5;57;3.1;7.4;32;9.7;4.9;2;1.8;1.1;-14.1;11800;33010;2.8
634;58441;132693;21700;50.5;10.2;14.6;9.5;10.8;10.7;8.4;10.8;6.8;22.5;71.3;63.3;2.8;5.2;30.4;8.7;4.4;2;1.5;0.9;-14.8;12580;35040;2.8
635;24755;55358;19780;42.8;14.7;20.8;16.9;17.5;14.5;10.9;10.6;9.4;30.6;66.8;58.9;3.5;4.4;32.8;8.6;5.6;2.2;2.1;1.3;-13.8;11330;32070;2.8
641;139326;293241;21300;51.4;12;18.2;13.1;14.6;13.2;8;8.5;6.6;20.8;65.8;55.6;3.3;6.9;33.9;13;4.6;1.5;1.9;1.2;-17.3;11990;38250;3.2
642;31864;69952;20120;45.2;13.1;20.5;15.1;16.1;13.8;8.9;11.6;8.9;25.9;62.4;52.9;2.9;6.6;37.6;8.9;4.9;1.8;2;1.1;-13.8;11690;33000;2.8
643;135050;299549;21500;51.5;12.3;24;13.9;13.7;12.3;7.8;9.2;5.9;25.7;69.1;61.2;3;4.9;32.2;9.7;5.3;1.8;2.1;1.4;-16.3;11890;37500;3.2
651;18588;38269;19410;43.5;14.5;23.9;18.6;16.7;15.2;9.7;11.3;8;27;62.6;51;4.5;7.1;36.6;9.6;5.4;1.6;2.4;1.4;-14.2;11430;32290;2.8
652;22326;45960;20040;44.9;14.5;24.6;17;16.7;15.7;10.3;12.4;9.9;26.8;60;49.6;3.4;7;40.9;8.1;4.9;1.6;2.1;1.2;-13.9;11270;32150;2.9
653;63541;136584;20030;45.4;15.4;28.8;19.6;17.6;14.6;9.7;11.8;7.9;31.7;63.9;54.8;3.1;6;36.3;8.2;6.3;2;2.7;1.6;-14.7;11040;33170;3
661;61517;129258;19660;44.5;17.2;27.7;21.3;21.9;20.5;11.2;10.8;10.1;31.3;54.8;44.7;3.8;6.3;43.3;11.3;5.8;1.8;2.5;1.5;-15.2;10690;33860;3.2
662;126886;271897;18600;42.1;22;35.2;27;26.3;23.4;14.5;13.5;10.4;38.2;61.4;50.3;3.8;7.3;35.4;10;8.9;2.5;3.9;2.5;-15.7;9750;33420;3.4
663;26486;56641;18420;39.1;20.8;33.5;25.3;24.6;20.5;14.7;16.1;13.6;35.2;60.4;49.3;4;7.1;37;9.5;7.1;2.3;3;1.8;-14;9890;31200;3.2
672;98096;236075;23040;58.3;8.6;14.6;10.8;9.9;7.7;5.6;6.4;5;20.6;78.8;72.2;2.7;3.9;26.4;7.6;3.5;1.7;1.1;0.7;-16.3;13250;38040;2.9
673;42623;102482;23390;59.5;7.3;13.3;8.8;8.4;6.9;5;5;5;16.4;76.4;69;2.6;4.8;28.1;8.9;3.2;1.7;0.9;0.6;-16.6;13800;38480;2.8
674;52880;128767;22820;56.2;8.4;15.4;10.5;10;7.4;5.2;7.3;5.1;20.3;75.7;68.4;2.6;4.7;28.7;8.4;3.4;1.8;1;0.6;-16.2;13250;38030;2.9
675;65835;157730;22810;57.6;8.6;14.2;11.2;10;7.2;5.5;6.1;5;19.3;77.3;69.9;2.8;4.6;26.5;8.9;3.8;1.9;1.1;0.8;-16.5;13190;37450;2.8
678;203912;452305;20450;52.9;19.5;27.6;24.1;24;18.4;12.2;7.1;5.8;29.8;74.9;66;3.3;5.6;26.7;10.1;6.8;2.3;2.5;2;-18.5;10110;39630;3.9
681;28558;69631;25790;63.9;6.9;11.9;8.3;7.3;6.4;5.3;5;5;18.2;84;77.3;3.3;3.4;25.3;6.7;2.6;1.3;0.8;0.5;-18.6;14070;46700;3.3
682;89683;204087;22230;56.5;11.5;20.2;15.6;13.9;10.5;6.6;5.8;5;23;73.8;65.7;2.8;5.3;29;9.7;4.3;1.8;1.4;1.1;-16.8;12160;38770;3.2
684;146733;341270;21970;55.5;16.3;24.1;21;20.1;15.1;10.2;7.4;6.1;31;79.5;72.6;3.6;3.3;26.6;7.4;5.3;2;1.8;1.5;-18.8;10720;45360;4.2
686;54041;126932;22460;55.9;9.2;16.2;11.4;11.4;8.5;5.9;5.1;5;21.6;74.6;67.6;3;4;29.4;7.8;4;1.9;1.2;0.9;-15.8;12930;37820;2.9
691;658648;1509070;22430;58;14.3;21.6;15.7;17.1;14.1;9;7.1;5;25.3;78.6;70.6;3.2;4.8;24.3;10.7;5.4;2.2;1.8;1.4;-19;11240;42310;3.8
692;101821;246930;22290;53.9;10.5;16.3;11.9;12.1;10.3;7;7;5;22.9;74.8;66.7;2.9;5.2;26.6;9.9;4.9;2.4;1.4;1.1;-16.2;12480;38170;3.1
701;47079;107060;19800;43.7;14.1;20.7;16.3;16.4;14.4;10.2;9.7;8.5;29.5;67.5;59.9;3.3;4.3;33.3;6.5;5.8;2.4;2.1;1.3;-13.1;11500;31640;2.8
702;55618;124656;20300;46.5;12.7;20.2;15.3;14.9;12.3;8.1;9.3;6.9;27.3;67.3;58.9;2.7;5.7;32.8;8.2;5.7;2.4;2;1.3;-14;11860;32880;2.8
711;59001;124799;19570;44.3;14.2;22.7;18.4;18.1;14.7;9;8.6;7;27.4;61.9;54;3;4.9;38.6;7.4;6.2;2.2;2.4;1.6;-14.1;11440;31940;2.8
712;67846;150889;20790;51;12;19.7;15.2;13.8;11;7.8;8.6;5.6;25.4;69.8;60.9;3;5.9;32.1;8.4;5.5;2.2;2;1.3;-15.8;12050;35000;2.9
713;39484;84329;19670;43.3;13;20.2;15.2;15.8;14.6;8.8;9.8;8.1;26.6;60.3;50.8;2.6;6.9;38.8;9.6;5;2;1.8;1.2;-13.7;11790;31800;2.7
714;29515;65544;20060;45.3;12.5;16.5;14.4;13.3;12.9;8.6;13.1;9.4;24.2;64.6;56.4;2.8;5.4;36.3;7.7;4.8;2.2;1.6;1;-13.4;11920;31380;2.6
715;49335;108920;20970;52.3;12.8;19.7;16.3;15.5;13.1;8;7;5.8;25.6;68.4;58;2.9;7.5;33.3;9.5;5.1;2.2;1.7;1.2;-16.3;11740;36460;3.1
721;62583;146611;20160;45.2;11.4;16.2;12.6;13.3;12;7.7;8.3;6.5;25.7;68.3;60.8;2.9;4.6;32.2;7.9;5.2;2.6;1.4;1.2;-13.6;12200;31200;2.6
722;64234;148210;20250;46.1;11.2;14.9;12.7;13.6;12;7.1;7.7;6.8;25.5;67.3;59.7;2.8;4.8;33.1;7.9;5.1;2.5;1.5;1.1;-13.4;12310;31140;2.5
723;114830;255597;20900;50.9;15;27.7;19.5;18.3;14;7.7;5.4;5;33;69.4;62.3;2.8;4.3;32.2;7.9;6.5;2.5;2.2;1.8;-16;11040;35030;3.2
731;49469;109950;21950;57.3;10.4;14.4;12.5;12.4;9.9;7;7.4;5.6;18.6;73.9;61.3;3.8;8.8;26.3;12.6;3.8;1.8;1.1;0.9;-16.6;12550;36460;2.9
732;119903;272241;22770;57.3;9.7;16.3;11.2;11.4;9.7;6.3;5.9;5;20.2;72.3;63.9;2.9;5.5;29.1;11.2;4.2;1.9;1.3;1;-16.8;12780;39290;3.1
733;18957;41264;21890;56.5;8.9;15;9.4;10.3;9.8;5.7;7.6;5;18.2;69.4;58.8;3.3;7.3;31.9;10.5;3.4;1.8;0.9;0.7;-15.2;13020;34830;2.7
741;122292;281640;25150;62.6;7.8;11.3;8.6;8.8;7.8;5.6;5;5;15.1;79.8;71.8;2.9;5.1;23.3;11.7;2.8;1.4;0.8;0.6;-17.6;13720;49330;3.6
742;80155;189624;24120;59.5;8.9;10.9;9.8;9.6;8.4;7.5;6.9;5;16.4;81.4;72.8;3.2;5.4;21.2;11.3;2.8;1.5;0.7;0.6;-16.7;13170;46420;3.5
743;74883;173335;29300;46.2;12;16.3;12.7;12.5;11.5;10.2;8.7;5.4;22;87.5;80.8;3.5;3.2;17.1;7.7;2.2;0.9;0.7;0.6;-14.5;11700;67230;5.7
744;61521;142941;26660;59.2;8.7;10.8;9;9.6;8.2;7.6;7.6;5;16.3;84.9;77.1;3.4;4.4;20.6;9.3;2.3;1.1;0.7;0.5;-17.1;13320;55630;4.2
751;1028942;2062520;27400;69;15.2;16.5;12.1;16.4;18.7;15.1;9.6;5.5;20.3;88.2;76.4;3;8.8;19.9;17;2.8;0.8;1.2;0.8;-27.9;10510;65790;6.3
761;101247;232210;19980;46.2;13.6;20.9;15.6;16.1;14;8.9;8.9;7;26.8;67.3;58.7;3;5.6;32.4;8.1;6.2;2.4;2.4;1.4;-14;11620;32800;2.8
762;163940;376370;20560;50;14.7;26.2;18.2;16.8;13.8;8.7;7.2;5;29.1;71;63.1;3.4;4.5;30.1;7;7.1;2.6;2.7;1.8;-15.2;11270;34960;3.1
763;265677;595494;20950;51.3;14.8;24.5;17.3;17.8;14;9.1;6.7;5;28.1;72.9;64.9;3.2;4.8;29.3;7.2;6.6;2.3;2.5;1.8;-16;11140;36400;3.3
771;126503;329891;22710;61;11.1;16;12.7;12.3;10.3;7.9;7.1;5;24.1;83;76.4;3.2;3.4;21.6;6.7;5.3;2.7;1.5;1.1;-16.6;12240;36670;3
772;104218;272620;22180;60.2;13.2;18.9;15.6;15.4;12;8.3;5.8;5;27.1;82;76.1;3.1;2.8;22.7;6.2;6.2;2.9;1.8;1.5;-17.1;11610;36940;3.2
773;71062;182324;21370;54.6;13.1;20;16.2;15.1;12.3;8;6.9;5.8;29.6;75.9;68.8;3.1;4;26.1;7.6;5.8;2.8;1.8;1.2;-15.4;11600;34610;3
774;65328;155687;23970;63.5;9.5;18.1;12.8;11.3;8.4;6.2;5.1;5;22.1;75.9;67.8;2.7;5.4;28.8;11.2;3.7;1.7;1.2;0.8;-19.6;12870;43250;3.4
775;171345;448822;23610;65.9;11.1;15.4;12.4;12.1;10.8;8.4;6.2;5;22.3;86.4;79.9;3.1;3.4;20.6;6.8;4.7;2.3;1.3;1.1;-18.5;12220;39820;3.3
781;101905;272688;21460;57.6;14.9;19.2;18;17.4;13.8;11;8.3;5.4;29.3;79.1;72.6;3.5;3;25.1;6.6;6.1;3;1.7;1.4;-16.9;11080;36800;3.3
782;90436;231073;27850;74.1;6;12.8;7;6.8;5.6;5;5;5;16.1;83.5;77.5;2.5;3.5;26;9.5;2.6;1.5;0.6;0.5;-21.6;14960;48320;3.2
783;208432;526600;27700;72.2;8.8;14.3;10.6;9.8;8.3;6.2;5;5;18.8;87.7;80.9;2.7;4.1;22.6;11;2.9;1.4;0.8;0.7;-24.2;13250;54970;4.2
784;167412;415635;27070;71.9;8.6;14.9;9.9;9.6;8.4;5.8;5;5;16.1;86.1;80.2;2.4;3.5;23.2;10.3;3.1;1.6;0.8;0.7;-22.7;13350;51890;3.9
791;46006;107855;19300;39.7;13.1;20.1;14.3;15.2;13.1;8.1;11.7;7.5;31.5;67.2;57.9;2.9;6.4;31.1;9;6.1;2.8;2;1.3;-13.4;11740;30150;2.6
792;87407;194892;21130;50.6;11.5;20.8;13.2;12.1;11.4;7.5;9.7;5.9;25.6;71.6;64;2.6;5;31.1;7.8;5.4;2.1;2;1.3;-15.9;12180;35490;2.9
793;28608;64322;19280;39.5;13.6;18.5;14;15.3;13.5;9.9;14.1;9.2;28.1;65.8;56.1;2.8;6.9;32.7;9;5.7;2.4;2;1.3;-13.2;11680;30690;2.6
801;53829;122187;19120;43.5;16.5;28.3;20.5;19.6;17.6;9.9;10;8.9;33.2;63.5;54.3;3;6.2;34.8;9.3;6.6;2.3;2.8;1.5;-14.2;10950;31690;2.9
802;122323;279301;20100;49;17.1;31.3;20.1;19.2;16.5;10.2;8.5;6.5;32.7;72.3;63.4;3.1;5.8;28.4;8.4;7.1;2.4;2.9;1.8;-16.2;10680;35200;3.3
803;19002;46031;20290;48;13.2;21.8;14.8;15;13.2;8.7;6.9;7.1;28.6;73.5;64.7;3.3;5.5;26.9;8.6;6;2.6;2.2;1.2;-15;11730;32650;2.8
804;38899;91901;19200;43.6;17;26.1;20.9;20.6;17.6;9.5;9.8;9.2;35.7;67.9;58.7;3.4;5.8;30.8;8.5;6.9;2.7;2.7;1.5;-14.1;10900;31580;2.9
811;85305;188032;20070;44.3;15.1;26.6;18.2;17.2;15.8;9.6;11.3;8.4;30.3;63.1;53.5;3.1;6.5;35.3;10.3;6;2.1;2.4;1.5;-14.7;11110;34200;3.1
812;84670;192492;19700;42.5;15.4;25;18.1;17.7;15.4;10.9;11.6;8.8;32.3;64.9;55.8;3.2;5.9;33.7;9.6;6.1;2.3;2.3;1.5;-14.3;11160;33260;3
821;32572;75836;18550;38.8;19.6;28.9;23.2;22.8;19.2;14.1;16.1;12.4;35.9;62.7;52.6;3.5;6.6;33.4;9.8;7.1;2.7;2.7;1.7;-13;10250;31550;3.1
822;75897;178001;20000;44.6;15.5;23.2;16.9;17;15.6;11.4;12.8;8.8;30.1;69.4;60.3;3.3;5.8;29.7;8.9;6.7;2.6;2.5;1.6;-14.7;11030;33370;3
831;142039;309306;21010;52.9;15.7;22;19.6;19.7;17.4;11.6;8.8;8.6;27.1;60.5;49.9;3.5;7.1;38.6;15;4.4;1.6;1.8;1;-18.5;10750;38550;3.6
832;264627;563461;21150;52.2;15.4;23.5;19.1;18.9;16.1;11.6;8.7;6.4;27.2;63.5;53.7;3.2;6.6;36.6;12;5.6;1.7;2.4;1.5;-17.7;10900;37870;3.5
833;75300;178769;20760;47.9;14.6;24.9;17.4;15.8;15.1;10.9;10.3;8.8;28.9;66.7;57.3;3.7;5.7;33.8;9.8;5.2;2.2;1.9;1.1;-15.5;11160;34860;3.1
841;55203;125979;20190;47.8;17.2;24.9;20.4;19.8;16.6;14.5;11.2;9.2;29.8;66;55.5;3.8;6.7;32.5;12.9;5.2;2;1.9;1.3;-16.6;10610;36830;3.5
842;94952;216907;18790;44.3;21.8;29.2;26.1;26.2;21.7;16.3;11;8.2;36.3;68;58.8;4.2;5;29.2;9.6;8.6;2.8;3.3;2.5;-15.4;9770;33520;3.4
843;92388;217190;19520;45.1;18.7;25.3;21;22.2;17.8;15.8;11.9;9.8;31.8;66.4;55.2;3.8;7.4;31.2;11.8;6.3;2.4;2.2;1.7;-15.7;10280;34460;3.4
851;60289;138976;19710;42.1;11.6;15.3;12.5;13.4;12.5;7.8;10.4;7.3;26.5;65;55.7;3;6.3;34.5;8.4;5.4;2.5;1.7;1.2;-13.3;12190;30660;2.5
852;120316;291953;20910;47.7;8.2;12.1;7.9;9.1;8.4;5.3;8.2;5;21.3;76.1;68.5;2.7;4.9;25.3;7.9;5.1;2.7;1.4;1;-14.4;13290;32150;2.4
853;115612;245999;21090;51.2;9.3;12;10.1;12.5;11.5;5.4;7.4;6.1;19.2;56.1;47.2;3.1;5.8;44;11.9;3.8;1.7;1.2;0.9;-15.8;12900;35060;2.7
861;47888;105679;19670;44.6;14.8;25.2;18.1;17.2;14.8;9.3;10.5;7.9;32.4;64.4;56.3;3;5.1;34.8;8.7;6.2;2.4;2.3;1.5;-14.1;11280;32020;2.8
862;29577;62938;19030;39.1;16.1;22.5;16.1;17.8;18.4;12;15.4;11.9;30.5;59.1;49.9;2.5;6.7;38.8;10.1;5.2;2;2;1.2;-13.2;11020;31280;2.8
863;108230;240164;21080;50.5;13.1;28.2;14.8;13.9;11.8;7.2;8.3;5;29.3;72.8;65.2;2.8;4.8;29.2;8.3;5.9;2.3;2;1.6;-16.2;11570;35630;3.1
871;17910;36847;18900;38.1;17.3;22.1;19.2;18.5;18.9;13.9;16.4;13.3;32.3;57.3;47.8;2.6;6.9;41.6;8.2;5.5;1.8;2.5;1.2;-12.6;10580;30220;2.9
872;131465;276604;20700;49.6;14.9;29;19;17.4;13.7;8.5;9.5;6;32.4;67.1;59.5;2.4;5.2;34.9;8;6.1;2;2.5;1.6;-16.1;11120;35130;3.2
873;17281;36454;19980;43.1;14.1;20.6;15.9;15.5;15.4;10.7;11.5;9.7;29.3;62;54.4;2.5;5.1;38.6;7.8;5.2;1.8;2.2;1.2;-13.6;11450;31670;2.8
881;89652;196980;19800;44.4;15.6;26.5;19.3;19;15.4;9.6;8;7.7;31.5;67.2;59.1;3.2;4.9;32.8;8;6.5;2.4;2.5;1.6;-14.5;11060;32820;3
882;23910;51923;19730;44.3;15.1;23.4;18.8;18.4;15.8;9.4;10.5;9.2;30.9;64.8;56.1;3.1;5.6;35.5;8.2;5.5;2.1;2.1;1.3;-14;11180;32170;2.9
883;50636;109449;19410;42.5;15.3;26.8;19.5;19.4;16;9.3;7.2;7.6;31.9;63.3;55.3;3.5;4.5;36;8.4;6;2.2;2.3;1.5;-13.7;11170;31720;2.8
891;73285;160055;20360;49.8;14.1;21.7;16.9;17.7;15.1;9.1;7.3;7.4;29.6;64.9;56;2.8;6.1;35.5;9.3;5.7;2.2;2.2;1.3;-15.4;11390;33740;3
892;19034;39855;19580;45.2;15.5;24.8;20.6;19.8;16.9;9.9;8.6;9.1;30.7;58.6;49.5;2.6;6.5;39.5;9.9;6;2.1;2.5;1.4;-14;11000;32490;3
893;55825;127796;20300;49.9;14.3;21;18.1;17.2;14.8;9.1;6.8;7.5;30.3;67.1;59.3;3.1;4.7;33.6;8.1;6.2;2.6;2.2;1.4;-15;11390;33190;2.9
901;59573;133930;21310;52.6;14.2;22.7;17.7;16.7;13.4;8.7;7.5;5.2;28.6;75.1;67.9;3.5;3.7;28.2;7;5.8;2.2;2.1;1.5;-16.1;11400;37200;3.3
911;51587;129986;24040;65.8;8.5;15;11.4;9.1;7.8;5.6;5;5;22.1;80;74.1;2.6;3.3;26.1;8.2;3.9;2.1;1.1;0.7;-18.2;13290;39430;3
912;202175;529155;21390;59.9;16.4;22.6;20.1;19.6;15.2;9.9;6.1;5.6;30.1;81.9;75.7;3.2;3;23.7;6.5;6.2;2.9;1.8;1.5;-18.3;10700;38020;3.6
913;244574;616016;24930;68.7;10.4;15.6;12.8;12.1;9.7;6.8;5;5;22.2;84.7;79;2.7;3;23.8;7.9;3.9;1.9;1.1;0.9;-20.3;12500;43820;3.5
921;167678;385832;26600;70.4;10.4;15.9;11;11.5;10.4;8.4;5.5;5;17.4;88.1;81;2.7;4.4;22.1;9.2;3.4;1.4;1.1;0.9;-22.8;12510;51380;4.1
922;373421;880861;25970;67.9;13.6;16.2;12.2;14.7;14.7;13.1;9.7;5;20.8;92.1;83.8;3;5.3;17.8;12.1;3.4;1.4;1.1;0.9;-25.4;11240;58550;5.2
923;140469;313179;30980;75.5;8.3;12.4;7.5;8.7;9.1;7.6;5.6;5;13.7;91.8;83.9;2.7;5.2;20.1;12.6;2;0.8;0.7;0.5;-26.5;13610;63890;4.7
931;161551;414512;17430;49.2;27.7;29.2;27.7;31.7;29.8;23;15;12.5;35.6;83.3;74.8;5.1;3.4;18.2;5.5;9.6;3.4;3.6;2.6;-16.6;8840;34450;3.9
932;273485;750022;18800;52.5;23.1;27.5;25.9;27.2;23;16.9;10.4;10.9;35.2;80.4;73.7;3.8;2.9;21.5;6.3;8.5;3.6;2.8;2.1;-16.7;9430;34520;3.7
933;149106;418037;14900;37.9;36.6;36.4;36.4;42.2;38.7;30.3;21.4;19;42.9;79.2;72.1;5;2.1;16.5;4.1;13.8;4.8;5.1;3.9;-13.6;7850;28320;3.6
941;120494;307827;21750;60.9;15.7;20.6;16.9;18.2;16.4;11.4;8.6;5.6;25.6;83.1;76.1;3.3;3.7;22.7;7.3;6;2.6;1.9;1.5;-19.1;10820;39470;3.6
942;216759;502930;26120;69.6;11.8;17;12.6;12.9;12.4;9.2;6.2;5;20.8;87.3;78.2;2.8;6.3;21.9;11.1;3.3;1.4;1.1;0.8;-23.6;11920;52010;4.4
943;215956;537146;19750;55.8;20.9;25.1;22.7;25.1;20.8;15.7;9.4;7.4;29.4;83.2;76.7;3.6;2.9;21;6.2;7.1;2.8;2.4;1.9;-17.5;9660;36980;3.8
951;160047;420690;21930;61.3;16.2;19.9;17.4;19.3;16.2;11.9;8.6;5.9;30;84;77.8;3.3;2.9;22.5;6.3;5.6;2.6;1.6;1.4;-18.4;10600;39050;3.7
952;169973;485451;20140;57.1;19.5;22.9;23;23.3;19.2;13.6;8.4;10.2;31.5;81.9;74.2;3.6;4.1;22.1;7;6.8;3.2;2;1.6;-17.8;10040;37430;3.7
953;126252;332460;22710;62.1;12.7;19.1;14.5;14.2;12;9.1;6.4;5;25.5;84.3;77.6;3.3;3.4;21.8;6.7;5.2;2.6;1.4;1.2;-18;11700;38770;3.3
9721;62950;138676;18620;38.9;26;42.9;30.6;29.1;26.1;19;25.1;16;33.5;75.1;66.5;3.6;5;23;5.2;10.8;2.5;6;2.3;-14.1;8950;38870;4.3
9722;31048;70067;15710;26.1;34.1;53.8;41;36.5;33.6;27.4;36;27.4;42.7;67.2;57.6;4.3;5.3;24.9;4.4;14.9;3.2;9.4;2.3;-11.4;8200;32250;3.9
9723;46115;106637;17820;33.4;28.2;48;32.6;31.4;28.5;21;30.7;21.5;37.6;72.8;63.2;4.1;5.5;23;6;11.5;2.7;6.9;1.9;-13.3;8750;36640;4.2
9724;9162;21401;17080;30.5;29.5;53.3;41.9;33.9;28;21.9;27.8;20.1;40;68.7;58.6;3.9;6.2;25.8;6.1;12.3;2.9;7.1;2.3;-12.9;8630;35160;4.1
9741;79255;207120;16530;34.3;33.3;46.9;37.2;35.4;29.9;24.8;31.4;18.3;42;78.2;66.6;4.3;7.3;15.1;6.8;14;3.9;6.8;3.3;-14.1;8590;39460;4.6
9742;115691;315870;14440;24.8;40.8;54;42.8;43;38.7;32.2;42.7;33.1;50.4;70.7;57.1;5.8;7.8;16.7;7;17.4;4.5;9.4;3.5;-11.8;7870;33100;4.2
