CODGEO;NBMENFISC17;NBPERSMENFISC17;MED17;PIMP17;TP6017;TP60AGE117;TP60AGE217;TP60AGE317;TP60AGE417;TP60AGE517;TP60AGE617;TP60TOL117;TP60TOL217;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;D117;D917;RD17
200077014;37278;89399;22450;55.3;12.2;17.6;15.4;14;11;8.4;8;5;26.1;74.5;66.9;2.8;4.8;26.8;10.4;4.9;2.2;1.6;1.1;-16.6;11870;38310;3.2
200083392;47585;110646;21150;50.7;10.8;19.3;13.4;12.3;10;5.7;6.2;5;25.5;72;65.1;2.6;4.3;29.6;8.7;5.4;2.6;1.5;1.3;-15.7;12380;34690;2.8
200084952;115306;259243;20570;50.5;15.9;28.6;20.5;18;14.5;9.4;7.1;5;29.9;70.9;62.9;3.5;4.5;30.3;7.1;7.4;2.5;2.9;2;-15.7;10940;35550;3.3
200085728;7789;16594;19640;42;14.4;22.9;16.9;17;13.8;9.6;12.5;8.4;29.1;62.6;52.5;3.2;6.9;34.7;10.5;6;2.1;2.4;1.5;-13.8;11160;32040;2.9
200085751;26973;66787;21190;50.2;12.7;18.3;16.2;15;10.6;8.9;8.5;7.2;27.2;71.2;64;3.1;4.1;29.1;8.4;5.4;2.7;1.6;1.1;-14.1;11770;34080;2.9
200089456;40115;99456;21150;52.9;13.3;21.1;15.9;15.4;12.8;7.7;7.1;5;27.7;75.5;68.6;3.6;3.3;26.7;6.5;6.3;2.7;2.1;1.5;-15;11610;34680;3
200090504;36439;92335;22860;60;10;16.3;11.9;11;9.1;6.9;6.4;5.4;22.6;79.9;72.5;3.1;4.3;24.2;8.1;4.6;2.4;1.4;0.8;-16.8;12670;37080;2.9
200090561;18345;39146;18800;41.4;19.4;35.1;28.1;24.6;19;11.5;7.8;9;41.6;59.1;52;3.3;3.8;38.6;7.8;8;2.5;3.5;2;-13.5;10150;30400;3
200090579;10684;24319;20660;48.5;11;;12.7;11.9;10.2;8.2;10.7;8;21.5;70;61.4;3;5.6;31.8;7.9;4.4;2.3;1.2;0.9;-14.1;12270;33180;2.7
200090751;43218;100603;17700;39.8;24.3;40.7;30.8;27.5;23.3;12.4;9.3;8.9;42.1;67.7;59.1;4.2;4.4;29.2;6.2;10.9;3.5;4.4;3;-14;9670;30530;3.2
240100610;9091;23956;23220;59.2;7.3;;9.6;7.2;6.9;;;5;15.5;80.9;74.3;2.9;3.7;22;8.6;4.3;2.5;1;0.8;-15.8;13680;37890;2.8
240100750;33183;80899;34520;52.5;13;14.5;11.8;13.7;15.8;11.3;6.4;9.5;18.5;90.8;85.4;3;2.4;17.9;7.9;1.3;0.5;0.4;0.4;-17.9;10640;77950;7.3
240100800;9170;23190;25310;64.8;6.7;;8.5;7.6;5.8;;;5;15.9;79.1;71.6;2.7;4.8;24;12;3.3;1.8;0.8;0.7;-18.4;14070;43790;3.1
240100883;32687;78650;22260;54.8;9.8;14.9;11.2;11;8.7;6.8;6.9;5;20.7;77.4;70.4;3;4;25.4;8;4.6;2.4;1.2;1;-15.4;12750;36400;2.9
240100891;8578;20166;22550;47.3;14.7;17.1;16.2;17.6;14.3;10.5;;7.6;24.5;79.9;73;4.1;2.8;23.2;7;3.9;1.7;1.2;1;-14;11170;45180;4
240200444;10872;25389;18340;40.7;19.8;29.5;22.2;24.2;20.4;13.2;11.8;12.4;36.9;64.8;55.1;3.1;6.6;30.5;10.1;7.7;3;2.9;1.8;-13.1;10290;29990;2.9
240200469;5902;14340;19040;42.8;17.2;28.6;19;20.3;18.4;9.9;;10.2;35.9;67.4;58;3.5;5.9;29.4;9.7;7;3.1;2.4;1.5;-13.5;10870;31210;2.9
240200477;22553;50155;18760;43.8;20.6;32.6;27.6;25;21.6;11.9;6.8;6.6;34.6;64.9;56.2;3.6;5.1;32.9;8.4;8.6;2.9;3.4;2.3;-14.8;10060;32690;3.2
240200493;12450;30866;18930;43.3;18.8;28.6;22.1;21.2;21.1;11.2;9.6;10.3;39.9;68.5;59.5;3.3;5.7;30;7.8;7.3;3;2.7;1.6;-13.6;10590;31670;3
240200501;8082;20135;20330;47.5;11.6;;13.2;12.8;13.2;7.6;;7.7;25;73;65.2;3.3;4.5;28;7.8;5.3;2.7;1.7;0.9;-14.1;12250;32130;2.6
240200519;2179;5596;20100;48.2;12.3;;;;17.8;;;9.6;23;75.5;65.6;3.6;6.3;25.5;8.2;5;2.7;1.5;0.8;-14.2;12030;32290;2.7
240200576;8277;20377;20160;45.7;12.5;17.7;12.5;14.1;14.7;8.2;;7.6;26.8;72;64.1;3;4.9;27.9;8.2;5.6;2.8;1.7;1.1;-13.7;11900;32000;2.7
240200584;6134;15173;21060;53.9;11.4;;13.1;13.8;11.4;;;7;25;75.1;63.2;3.1;8.8;25.7;10.5;5;2.6;1.4;1;-16.3;12050;34700;2.9
240200592;2116;5252;20150;44.5;13;;;;;;;8.6;27.2;73;64.7;3.8;4.5;26.7;8.7;5.4;2.7;1.6;1.1;-13.8;11720;32550;2.8
240200600;8724;19698;16850;34.5;26.3;36.7;33.7;32.2;28;15.8;12.3;14.9;46.7;59;51.3;3.3;4.4;34;8;10.8;3.5;4.6;2.7;-11.8;9410;28050;3
240200634;2891;6696;17130;33.2;24.2;;28.9;31.1;24;14.9;;14.6;46.7;59;46.6;3.5;8.9;32.6;11.6;8.9;3.1;3.6;2.2;-12.1;9620;29900;3.1
240300491;3730;8267;18720;37.8;16.4;;18.9;19.1;18.8;11.7;;11.5;29.5;62;52.4;3;6.6;34.5;10.3;6;2.2;2.4;1.4;-12.8;11080;30550;2.8
240300558;3459;6908;18650;40.7;18.1;;;21.5;23.4;13.8;;14.5;29.4;52.9;42.7;3.2;7;43.9;10.5;5.9;1.7;2.9;1.3;-13.2;10140;30890;3
240300566;2458;5525;20250;45.2;11.1;;;16.7;;;;8.2;23.2;64.6;56.3;2.4;5.9;35.1;9;5;2.2;1.9;0.9;-13.7;12360;31410;2.5
240300657;3368;7435;19640;41.9;14.5;;;17.2;18.8;;;10.3;33.3;64.7;54;2.7;8;34.8;8.2;5.4;2.2;2.2;1;-13.1;11470;30560;2.7
240400440;4400;8994;19110;43.2;19.2;;26.5;24.9;20.5;12.8;;11.4;31.6;54.4;42.1;3.7;8.6;42.7;11.9;6.1;1.8;2.7;1.6;-15.1;10190;35010;3.4
240500439;9310;19511;20330;51;13;23.3;14.9;15.2;13.3;8.2;;7.7;20.1;68.6;55.9;4.3;8.4;31.4;11.4;4.6;1.8;1.6;1.2;-16;11720;34700;3
240500462;2979;6696;19860;48.5;14.9;;19.6;19.4;;;;9.7;26.9;65.3;53.1;4;8.2;35.6;9.8;4.2;2.1;1.2;0.9;-14.9;10930;32360;3
240600551;36649;77381;21670;57.6;14.7;18.1;16.6;16.9;14.4;12.2;11.1;8.8;22.1;75.7;67.7;3.1;4.9;29.1;11;3.1;0.9;1.4;0.8;-18.9;10910;39410;3.6
240600585;83439;181565;23550;60.1;12.4;17.8;13.5;13.3;12.9;10.8;9.6;7.1;21;74.1;64.3;3.3;6.5;28.4;14.9;3.4;1.3;1.3;0.8;-20.8;11690;45440;3.9
240600593;10288;25055;22150;56.9;11.5;;13.8;12.6;11.9;8.2;9.1;7.4;21.5;75.1;66.2;3.1;5.8;28.1;9.8;3.9;1.8;1.4;0.7;-16.9;12110;36300;3
240700302;3765;7918;18860;40.3;20;;29.4;27.2;22;13.1;;14.4;33.6;49.9;38.6;4.3;7;43.9;13.7;5.7;1.9;2.3;1.5;-13.2;9990;32840;3.3
240700617;2631;5564;18720;38.7;19.9;;25.6;21.4;26.3;;;12.3;36.2;54.8;44.5;4.1;6.2;39.6;11.8;6.7;2.1;2.9;1.7;-12.9;10020;31090;3.1
240700716;2423;5749;20360;42.9;11.1;;;;;;;8.2;24.8;67.6;59.2;3.2;5.2;32.1;8.9;4.4;2.4;1.2;0.8;-13;12340;31030;2.5
240700815;3018;6930;20030;44.9;13.9;;;16.6;;;;8.9;27;65;55.5;4;5.5;32.2;10.8;5.7;2.5;1.8;1.4;-13.7;11340;31900;2.8
240700864;7926;18275;19970;46.4;16;;17.1;20.7;15.6;12.2;10.7;8.4;32.7;66.5;58;3.6;4.9;32;10.7;5.8;2.4;2;1.4;-15;10830;33760;3.1
240800821;11388;25543;18310;40;20;28.3;24.7;24.3;20.8;13.2;12.3;11.1;35.5;64.1;56.9;3.8;3.4;33.3;8.5;7.3;2.4;3;1.9;-13.2;10200;31370;3.1
240800847;8357;19507;18820;39;17.9;26.6;20;20.9;18.1;13;11.5;10.8;34.8;64.6;56.4;3.4;4.8;29.9;11.6;6.3;2.4;2.4;1.5;-12.4;10440;30310;2.9
240800862;9020;21535;19890;44.3;15.6;20.9;17.5;17.4;15.9;10.7;13.8;11.1;32.3;68.4;59;2.9;6.5;30.1;9.5;5.6;2.7;1.8;1.1;-13.6;11120;32830;3
240800920;7573;16724;18810;41.2;18.1;24.1;20.2;23.6;19.4;11.6;12.4;12.7;33.4;60.6;48.8;2.3;9.5;33.9;12.4;6.4;2.5;2.5;1.4;-13.3;10530;31660;3
240900431;3851;7948;18840;40;17.8;;18.7;22.5;16.8;14.3;;11.1;33.9;57;48;3.7;5.3;41.3;8.7;6.1;1.8;2.8;1.5;-13.1;10590;30770;2.9
240900464;7054;14376;17890;32.9;20.9;;29.3;27.1;24;14.4;13.5;13.3;39.5;50.5;42.2;3.7;4.6;44.9;8.9;7.9;1.8;4;2.1;-12.2;9990;29060;2.9
241000223;2738;6864;21220;52.2;9.1;;;11.2;;;;5.9;20.2;73.7;62.8;3.1;7.8;26.8;10.6;4.2;2.4;1;0.8;-15.3;12910;34370;2.7
241000405;5013;10443;19550;45;15.5;33.6;20.1;19.8;13.5;10.4;;6.9;30.1;63.2;45.5;2.9;14.8;33.3;14.9;5.5;1.8;2.2;1.5;-16.9;11380;36600;3.2
241000447;3381;7633;19880;46.7;14.4;;20.9;16;15.3;;;8;36.1;63.3;53.5;3.3;6.5;36.3;8.7;5.6;2.5;1.9;1.2;-13.9;11500;32750;2.8
241000488;3501;8401;21000;50.4;10.3;;;12.8;13.7;;;6.3;24;70.6;58.5;3.5;8.6;30.4;9.7;4.4;2.4;1.1;0.9;-15.1;12600;34050;2.7
241100593;61307;128581;18710;40.6;20.5;35.8;26.4;24.5;21.5;13.2;12.5;10.9;35.6;58.3;47.6;3.9;6.8;38.6;9.8;7.8;2.2;3.5;2.1;-14.5;9960;32640;3.3
241200187;25239;52827;21630;54.2;11.8;22.2;14.2;13.8;10.1;6.9;7.3;5;26.1;70.5;61.5;2.4;6.6;30.4;11.2;4.9;1.8;1.8;1.3;-17;11980;36670;3.1
241200542;2304;5057;18790;39;17.3;;;22.4;;;;14.1;32.8;55;36.5;1.8;16.7;38.7;13.4;5.3;2;2.3;1;-12.4;10870;31250;2.9
241200567;14133;29740;19550;42.5;14.4;24.2;17.8;18.6;13.3;9.3;9.1;6.8;29;63.1;53.5;3.1;6.5;34.6;11;6;2.1;2.3;1.6;-14.7;11410;32920;2.9
241200625;2322;5399;20330;44.8;11.8;;;;;;;8.5;23.3;68.9;57.4;2.5;9;29.7;10.3;4.4;2.3;1.3;0.8;-13.3;12220;31620;2.6
241200641;5090;11702;21380;49;11.3;;12;10.4;10.5;9.6;14.8;8.8;22.2;66.8;56;2.3;8.5;32.4;12.3;3.9;1.9;1.2;0.8;-15.4;12230;34960;2.9
241200658;3236;7886;21230;48.7;9.9;;;;;;;7.6;21.6;71.6;57.2;2;12.4;27.7;10.9;3.9;2.1;1.1;0.7;-14.1;12720;33730;2.7
241200674;2666;6013;19950;43.1;12.6;;;;;;;9.6;23.4;63.2;52.5;2.2;8.5;34.8;10.4;4.6;2.2;1.5;0.9;-13;11950;32790;2.7
241200765;2357;5283;19090;39;16.3;;;22.2;;;;13.8;27.7;59.3;38;1.9;19.4;33.4;15.4;4.4;1.9;1.7;0.8;-12.5;11020;32770;3
241200807;2469;5382;18570;37.4;17.1;;;;;;19.2;14.1;28.9;55.9;42.3;2.4;11.2;40.4;11.4;4.8;1.8;2;1;-12.5;10740;30540;2.8
241200906;2349;5085;18640;39.7;17.8;;;23.8;;;;14.4;25.5;60.4;44.8;3.4;12.2;36.4;10.3;5.3;2.3;1.8;1.2;-12.4;10270;30310;2.9
241200914;2256;4919;18880;38.6;19.6;;;22.5;23.1;;;16.5;31.9;58.7;42.9;3.1;12.7;37.5;10.7;5.1;1.9;2.2;1;-12;10100;30710;3
241300375;12668;28411;22070;54;13.2;;12.6;14.2;15.1;11.3;11.9;9;20.6;65.9;54;3.2;8.7;33.2;17.5;3.4;1.4;1.3;0.7;-20;11540;41630;3.6
241300417;37575;85965;18670;42.5;22;29.6;26.2;26.8;22.5;16.4;12.6;9;36;66.5;55.9;4.2;6.4;30.7;10.2;8;2.7;3.1;2.2;-15.4;9820;33070;3.4
241400415;11458;21222;21090;54.2;14;;19.7;19;18.5;9.8;6.8;7.2;22.1;53.7;43.9;3.2;6.6;45.3;16.8;3.8;1.1;1.6;1.1;-19.6;11360;42480;3.7
241400514;11394;27191;19840;42.2;12.6;18.1;13.1;14.1;14.2;7.8;10.4;7.2;26.4;69.4;60.9;3.2;5.3;30;7.4;6.1;2.8;1.9;1.4;-12.9;11950;31220;2.6
241400555;13582;29933;21190;50.1;11.3;19.4;13.2;13.8;12.7;6.5;6.5;5;22;65;55.8;2.9;6.3;35.6;9.4;5.2;2;1.9;1.3;-15.2;12250;35790;2.9
241400860;11143;24500;23480;59.7;8.2;;11;10.9;8.6;5;;5;18.8;66.3;57.7;2.6;6;37.9;10;3.2;1.4;1;0.8;-17.4;13340;40370;3
241400878;7999;18745;21370;52.8;10.8;;11.8;11.9;12.2;8.3;;7.6;19.5;69.9;58.9;3;8;31.7;11.4;3.5;1.8;1;0.7;-16.5;12460;37700;3
241500230;25048;51892;21040;49.7;10.9;20.1;11.9;13.6;10.3;7;8.5;5;25.1;66.7;57.8;2.2;6.7;33.4;10.9;4.9;1.6;2;1.3;-15.9;12320;34900;2.8
241500255;3202;6228;18500;38.3;16.6;;;19.2;19.8;13.6;;13.2;26.5;55.8;42.1;2.1;11.6;40.4;11.8;4.8;1.6;2.2;1;-12.8;10900;30550;2.8
241500271;3171;6442;19330;41.1;14.5;;;18.1;;;;9.6;26.7;59.9;47.8;2.3;9.8;37.8;11.3;4.9;1.7;2;1.2;-13.9;11390;31780;2.8
241501055;3847;7833;19020;40;14.5;;;15.2;14.7;11.1;;10.3;27.4;57.2;45.9;2.1;9.2;40.6;10.3;4.8;1.7;2.1;1;-12.9;11470;30550;2.7
241501089;2235;4736;19750;41.1;12.5;;;;;;;8.9;24.5;59.2;47.4;2.6;9.2;37.1;13.4;4.4;1.8;1.7;0.9;-14.1;11960;33390;2.8
241501139;3941;7908;18750;35.5;16.7;;;15.9;17.1;12.9;21.5;13.5;28.6;55.1;40.8;2.2;12.1;40.8;11.8;4.8;1.6;2.2;1;-12.5;10970;31050;2.8
241600303;4193;9510;19910;44.3;14;;17.5;14.8;12.4;10.8;;10.5;27.1;69;53.8;3.3;11.9;30.9;10.2;4.9;2.1;1.8;1;-15;11330;33440;3
241700434;79125;166232;22100;54.5;11.8;23.9;14.6;14.5;12.3;6.6;5.6;5;23.3;65.3;56.1;3.2;6;36;10.9;5;1.6;2;1.4;-17.2;12040;39020;3.2
241700459;8796;18331;24160;62.8;9.4;;15.5;14;11.3;5.7;;5.8;16.3;50.4;38.9;3.2;8.3;46.8;21.2;2.3;0.9;0.9;0.5;-20.7;13010;47370;3.6
241700517;7245;17448;19820;43.5;12.9;;13.7;14;14;8.1;14.1;9.9;22.3;66.1;57.1;3.2;5.8;32.7;9.2;5.2;2.6;1.6;1;-13.2;11790;31680;2.7
241700624;11609;22950;20890;51.2;12.9;;19.3;18.1;16.8;7.4;8.4;8.3;23.5;50.3;37.7;3.2;9.4;48.7;13.3;3.6;1.2;1.5;0.9;-15.9;11820;36800;3.1
241700632;6196;14439;19340;42.3;13.3;;12.6;14.7;16.2;9.2;14.6;9.9;24.2;64.7;53.1;3.8;7.8;33.7;10;5.4;2.3;2;1.1;-13.8;11800;31880;2.7
241700640;43474;86388;21170;50.8;12;19.7;17.3;17;15.3;7.4;7.5;7.7;23.2;47.9;37.4;3;7.5;51.2;13.4;3.8;1.2;1.6;1;-16.3;12010;37430;3.1
241700699;6935;14903;19470;42.6;13.7;;12.3;18.9;16.3;9.3;11.3;10.2;23.4;58.4;46.1;3.7;8.6;40.8;9.1;5.3;1.9;2.2;1.2;-13.6;11610;31250;2.7
241800374;4139;10130;20360;47.6;10;;10.8;10.7;11.4;;;5.7;20;73.5;66.1;2.8;4.6;26.8;7.6;5.7;2.9;1.7;1.1;-13.6;12690;32050;2.5
241800424;3229;7189;20130;44.9;12.6;;16.9;13.9;;;;7.8;28.7;63.6;56.6;2.5;4.5;35;10;5.5;2.3;2;1.2;-14.1;11900;31660;2.7
241800432;2462;5042;17780;36;20.9;;34.1;27.4;;13.6;;13.3;38.7;49.5;42.2;2.8;4.5;45.6;9.3;7.7;2;4;1.7;-12.1;9870;28340;2.9
241800457;5153;11313;20260;48.5;12.4;;14.7;13.9;13;9.1;;7.2;29;65.6;59.7;2.8;3.1;35.5;6.8;5.6;2.2;2.2;1.2;-13.5;11860;31160;2.6
241800507;47625;100219;21090;53.3;14.9;26.5;20.5;17.9;13.6;8.9;7.1;5;30.9;67.8;60.6;2.6;4.6;33.7;8.6;6.4;2;2.7;1.7;-16.5;11150;36180;3.2
241900133;4352;9092;19540;45.8;15.5;;18.5;18.3;15;9.4;;10.7;27.6;60.5;51.8;2.9;5.8;39.7;8.2;4.9;2;1.7;1.2;-13.3;10990;32000;2.9
241927201;19967;41744;21120;49.9;11.9;23.3;14.3;14.6;11.8;6.3;10.9;6.3;27.3;62.7;54.8;2.5;5.4;38.8;8.5;4.5;1.7;1.7;1.1;-14.5;12010;34180;2.8
241927243;4166;8705;20220;42.7;13.5;;;14.4;15.5;;16.6;9.3;27.5;62.4;51.3;2.4;8.7;38.2;8.7;4.2;1.8;1.5;0.9;-13.5;11640;32540;2.8
242000354;21374;43546;19780;46.9;19.6;27.6;23.6;21.6;18.4;15.4;19;9.1;29.9;70.5;58.6;2.5;9.4;29.6;10.7;7.3;1.5;3.8;2;-18.1;10080;37960;3.8
242000495;3246;6743;19320;46.3;20.5;;;24.5;20.1;18.7;17.6;13.8;30.1;57.7;46.1;3.5;8.1;40.5;13.7;4.7;1.5;2.2;1;-16.6;9740;35560;3.7
242000503;3008;6858;22530;53.5;12.2;;;;;11;;8.8;20.7;72;62.2;2.8;7;31.4;9.7;3.6;1.2;1.8;0.6;-16.7;11800;39040;3.3
242010056;30028;63383;21390;54.6;14.3;20.4;15.4;15;13.8;12.4;14.3;7.3;22.5;73.6;64;2.5;7.1;29.2;10.5;5.2;1.4;2.5;1.3;-18.5;11330;38820;3.4
242010130;4438;9290;19480;44;21.7;;24.6;24.1;24.1;16.4;21.8;13.8;30.5;63.9;51.7;3.7;8.5;34.6;10.7;6.1;1.7;2.9;1.5;-15.3;9800;34020;3.5
242020071;3236;6563;19680;46;19.1;;20.8;18.1;17.5;15.9;;10.5;28.7;70.7;59.1;2.7;8.9;29.6;9.5;6.1;1.6;2.8;1.7;-15.9;9840;34520;3.5
242020105;5378;11436;18980;43.4;21.2;;19.6;22;23.3;21.3;17.3;14;28.2;65.7;49.7;4.3;11.7;31.4;13.2;5.6;1.8;2.4;1.4;-15.9;9400;34640;3.7
242100154;5396;13520;22510;56;8.5;;7.7;9;10.3;;;5;21.7;76.5;69.1;2.2;5.2;26.6;8.3;3.9;2.2;1;0.7;-15.3;13270;35840;2.7
242100410;108803;223509;21500;56.1;13.5;23.6;16.8;16.3;12.9;7.2;5.8;5;25.7;72;63.8;2.8;5.4;31.5;9;5.5;1.9;2;1.6;-18;11530;38340;3.3
242101434;9092;18923;19230;43.2;16.2;21.5;18.7;23.9;18.3;9.9;9.5;11.1;31.5;58.2;48.2;2.8;7.2;39.1;10.8;5.3;1.9;2.2;1.2;-13.4;10810;31400;2.9
242101442;2514;5051;19250;43;15.3;;;;18.8;;;10.1;28.1;57.1;46.8;2.6;7.7;41.4;9.1;5.5;1.8;2.4;1.3;-13.1;11040;31620;2.9
242101459;3368;7134;20120;46.7;13.1;;;18.7;;;;7.7;26.2;64.5;57.2;2.4;4.9;35.7;8.5;4.9;2.1;1.7;1.1;-13.6;11660;31520;2.7
242101491;4852;10243;19970;45.7;13.1;;14.5;18.6;12.8;8.6;;6.7;27.2;62.5;54.6;2.5;5.4;37.2;8.6;5.5;2;2.3;1.2;-13.8;11780;32050;2.7
242101509;8603;20484;20110;45.8;11.6;18.3;11.4;14.3;10.7;7.7;10.2;8.2;25;69.6;62.2;3;4.4;31.4;7.1;5.1;2.6;1.5;1;-13.2;12240;31420;2.6
242200715;8371;17375;18780;37;17.5;;18.6;22.5;18.8;14;13.6;13.7;32.3;57.9;45.1;2.8;10;39.8;8.8;6.2;2.2;2.6;1.4;-12.7;10370;30580;2.9
242300135;4932;9946;18950;40.6;16.8;;18.1;17.1;18.7;12.6;16.6;11.2;30.7;58.5;49.7;2.4;6.4;39.6;9.3;6.4;1.8;3;1.6;-13.8;10780;32540;3
242320000;3262;6645;18730;38.7;17.8;;;19.5;21.1;;21.5;13.7;35.3;56.4;44.3;2.4;9.7;42.6;8.4;5.1;1.7;2.3;1.1;-12.5;10590;30930;2.9
242320109;3503;6877;18610;37.8;19.4;;;21.5;21.8;15.1;20.6;16.2;35.3;51.6;41.2;2.3;8.1;47;9.3;4.7;1.5;2.3;0.9;-12.6;10200;31160;3.1
242400752;6645;13717;18940;38.2;18;;19.6;23.3;18.9;12.7;16.6;14;31;54.1;44.7;2.9;6.5;44.2;9.9;4.8;1.6;2;1.2;-13;10510;31340;3
242400935;2974;6193;18270;37.1;20.7;;29.4;25.1;21.4;15.2;;13.4;38.4;54.4;45.3;3.3;5.8;43.5;7.9;6.6;2.1;2.9;1.6;-12.4;10060;30190;3
242401024;6128;12579;19230;39.1;16.8;;19.3;18.4;19.4;13;15.4;13.3;29.1;56;45.9;2.9;7.2;43;9.2;4.5;1.6;1.9;1;-12.7;10680;32080;3
242500320;3039;7867;25430;63.7;6;;;;;;;5;;92.2;82.6;3.1;6.5;16;6.6;2.7;1.9;0.5;0.3;-17.5;14400;44700;3.1
242500338;12449;27526;24590;62.4;8.6;10.1;9.7;10.3;7.4;7.1;;5;17.7;85.1;77;3.7;4.4;22.2;8.3;3.4;1.3;1.2;0.9;-19;13160;44920;3.4
242500361;82323;177083;21250;52.9;15;29.5;19.5;17;13.5;7.8;6.7;5;29.6;72.5;63.9;2.9;5.7;29.5;8.7;6.4;2.2;2.4;1.8;-17.1;11050;37450;3.4
242504116;8880;20579;30060;72.5;5.4;;5;5.7;;;;5;12.9;95.2;87.4;4.6;3.2;17.9;6.3;1.8;0.8;0.6;0.4;-21.2;15270;52110;3.4
242504181;10178;25351;22600;54;7.3;;7;8.5;5.6;5.9;9.2;5;15.5;82.3;72.3;3.1;6.9;21.3;7.8;4.1;2.5;0.9;0.7;-15.5;13730;38550;2.8
242504355;2647;6688;28590;69.4;5.2;;;;;;;;;95.3;86.5;3.9;4.9;16.4;5.5;1.9;1.2;0.4;0.3;-19.1;15490;47530;3.1
242504371;2331;5499;20660;48.2;10.1;;;;;;;7.5;21.2;71.7;57.1;3.3;11.3;29.5;7.8;4.5;2.6;1.1;0.8;-13.5;12640;34490;2.7
242504447;6695;15736;20860;48.3;9.5;;9.5;9.6;9.7;7.3;;5.9;21.8;71.7;63.1;2.9;5.7;29.8;8.2;4.8;2.4;1.5;0.9;-14.5;12860;32730;2.5
242504488;2510;6355;22500;54.3;6.9;;;;;;;5.2;;81.5;71.2;2.9;7.4;22.3;7.8;3.6;2.4;0.7;0.5;-15.2;13990;37650;2.7
242504496;2415;6109;25210;62.1;6;;;;;;;;;89.5;80;4.1;5.4;18.1;6.5;2.8;1.8;0.6;0.4;-16.9;14580;41610;2.9
242600252;12763;31131;20820;47.8;11.6;17.8;14.4;13.1;10.9;7.9;8.3;7.3;24.5;70.6;60;3.7;6.9;29;10.8;4.8;2.4;1.4;1;-15.2;12130;34350;2.8
242600492;4252;9220;19760;43;16.9;;19.7;22.6;20.2;11.4;;11.5;30.5;55.9;44.9;3.7;7.3;40.8;13.3;4.8;2;1.6;1.2;-14.8;10160;35750;3.5
242600534;5593;11335;18650;40.2;21.1;;32.6;27.7;22.9;12.5;;14.1;33.5;54.3;39.8;4.6;9.9;39.4;13.5;6.6;2;2.8;1.8;-13.8;9620;32250;3.4
242700276;7608;18398;21060;50.7;10.4;;12;12.3;10.7;5.7;;6.2;22.5;72.7;66;3;3.7;29.4;7;5.4;2.5;1.8;1.1;-14.5;12540;33670;2.7
242700607;8841;22161;22240;56.2;7.6;;7.9;7.4;8.4;5.5;;5;18.1;76.5;68.4;3;5.1;26.1;8.2;4.2;2.3;1.2;0.7;-15;13760;34940;2.5
242852465;5072;11896;21050;50.7;9.2;;10.4;10.9;;;;5.9;21.8;67.5;60.4;2.7;4.4;32.7;9.2;4.7;2.6;1.3;0.8;-14.1;12850;32460;2.5
242900074;20314;48976;22570;56.2;6.1;;6.2;6.1;6.8;5;7.8;5;17.2;70;60.1;2.7;7.2;34.1;8.4;3.7;2.2;0.9;0.6;-16.2;14240;36280;2.5
242900314;91666;191516;21020;50.4;13.2;25.5;16;14.4;11.8;7.1;6.2;5;28.6;72.1;63.8;3.3;5;30.4;7.5;6.5;2.2;2.5;1.8;-16.5;11610;36040;3.1
242900553;17060;41664;21650;51.2;6.6;;6.2;6.9;7.6;5;7.7;5;17.3;72.4;63.1;2.9;6.4;30.3;7.7;4.3;2.5;1.1;0.7;-14.7;13890;33530;2.4
242900561;6789;14350;18960;37.5;15.3;;17.6;15.9;16.2;11.1;15.7;11.9;30.6;61.7;50.8;3.4;7.5;36.4;8.3;5.8;2.4;2.2;1.2;-12.2;11130;30000;2.7
242900629;7475;14711;20060;43.9;11.8;;;16.9;13.8;7;11.2;9.2;25.6;48.6;38.2;2.7;7.7;51.4;10.2;3.7;1.4;1.6;0.7;-13.9;12140;33770;2.8
242900645;9264;18251;20240;44.9;12.8;;14;19.1;13.5;7.3;7.9;7.3;28.1;57.2;47.9;3.4;5.9;42.9;9.5;5.1;1.6;2.2;1.3;-14.7;11830;32800;2.8
242900660;13309;29370;23600;60;6.9;;8;7.9;8;5;6.9;5;15;60.9;51.1;2.7;7.1;41.1;13.3;2.7;1.3;0.9;0.5;-18;14050;41540;3
242900694;25209;56017;20860;48;9.5;12.2;9.2;10.9;11.5;6.4;8.5;6.4;22.6;63.9;54.7;3.1;6.1;37.3;8.7;4.6;2.1;1.6;0.9;-14.5;12850;32830;2.6
242900702;18538;38202;21700;51.6;9.1;13.7;10.7;11.8;10.9;5.7;7.1;6.1;21.9;56.1;46.6;2.9;6.6;45.1;11;3.5;1.4;1.3;0.8;-15.7;12980;36740;2.8
242900710;8016;18120;20560;46.8;9.7;;8.5;11.5;11;6.4;10.7;7.6;21;65.9;55.8;3.1;7;34.7;9.1;4.3;2.1;1.4;0.8;-14;12760;32560;2.6
242900744;7174;14901;19930;44.4;13.8;;15.5;17.2;16;9;10.8;9.1;29.4;61.2;50.6;2.8;7.8;38.2;8.2;5.9;2.2;2.4;1.3;-13.5;11500;30990;2.7
242900751;13489;32434;19960;42.7;10.4;12.9;10.3;11.1;10.8;7.4;12;7.5;21.4;73.9;62.3;3.2;8.4;26.2;7.6;5.8;3;1.7;1.1;-13.5;12540;30970;2.5
