COD_VAR;LIB_VAR;LIB_VAR_LONG;COD_MOD;LIB_MOD;TYPE_VAR;LONG_VAR
CODGEO;Code géographique;Code géographique;357;Ambert;CHAR;3
CODGEO;Code géographique;Code géographique;358;La Tremblade;CHAR;3
CODGEO;Code géographique;Code géographique;359;Pithiviers;CHAR;3
CODGEO;Code géographique;Code géographique;360;Montpon-Ménestérol;CHAR;3
CODGEO;Code géographique;Code géographique;361;Cogolin;CHAR;3
CODGEO;Code géographique;Code géographique;362;Péronne;CHAR;3
CODGEO;Code géographique;Code géographique;363;Gournay-en-Bray;CHAR;3
CODGEO;Code géographique;Code géographique;364;Saint-Pol-sur-Ternoise;CHAR;3
CODGEO;Code géographique;Code géographique;365;Falaise;CHAR;3
CODGEO;Code géographique;Code géographique;366;Delle (partie française);CHAR;3
CODGEO;Code géographique;Code géographique;367;Hirson;CHAR;3
CODGEO;Code géographique;Code géographique;368;Saint-Tropez;CHAR;3
CODGEO;Code géographique;Code géographique;369;Joigny;CHAR;3
CODGEO;Code géographique;Code géographique;370;Albert;CHAR;3
CODGEO;Code géographique;Code géographique;371;Segré;CHAR;3
CODGEO;Code géographique;Code géographique;372;Gérardmer;CHAR;3
CODGEO;Code géographique;Code géographique;373;Carentan-les-Marais;CHAR;3
CODGEO;Code géographique;Code géographique;374;Brassac-les-Mines;CHAR;3
CODGEO;Code géographique;Code géographique;375;Ancenis-Saint-Géréon;CHAR;3
CODGEO;Code géographique;Code géographique;376;Blaye;CHAR;3
CODGEO;Code géographique;Code géographique;377;Tonneins;CHAR;3
CODGEO;Code géographique;Code géographique;378;Lézignan-Corbières;CHAR;3
CODGEO;Code géographique;Code géographique;379;Cavalaire-sur-Mer;CHAR;3
CODGEO;Code géographique;Code géographique;380;Valréas;CHAR;3
CODGEO;Code géographique;Code géographique;381;Saint-Paul-Trois-Châteaux;CHAR;3
CODGEO;Code géographique;Code géographique;382;Prades;CHAR;3
CODGEO;Code géographique;Code géographique;383;Chinon;CHAR;3
CODGEO;Code géographique;Code géographique;384;Pézenas;CHAR;3
CODGEO;Code géographique;Code géographique;385;Lodève;CHAR;3
CODGEO;Code géographique;Code géographique;386;Mirecourt;CHAR;3
CODGEO;Code géographique;Code géographique;387;Revel;CHAR;3
CODGEO;Code géographique;Code géographique;388;Loudun;CHAR;3
CODGEO;Code géographique;Code géographique;389;Gueugnon;CHAR;3
CODGEO;Code géographique;Code géographique;390;Lannemezan;CHAR;3
CODGEO;Code géographique;Code géographique;391;Calvi;CHAR;3
CODGEO;Code géographique;Code géographique;392;Feurs;CHAR;3
CODGEO;Code géographique;Code géographique;393;Corte;CHAR;3
CODGEO;Code géographique;Code géographique;394;Saint-Affrique;CHAR;3
CODGEO;Code géographique;Code géographique;395;Charlieu;CHAR;3
CODGEO;Code géographique;Code géographique;396;Morteau;CHAR;3
CODGEO;Code géographique;Code géographique;397;Bar-sur-Aube;CHAR;3
CODGEO;Code géographique;Code géographique;398;Mimizan;CHAR;3
CODGEO;Code géographique;Code géographique;399;Thônes;CHAR;3
CODGEO;Code géographique;Code géographique;400;Montbard;CHAR;3
CODGEO;Code géographique;Code géographique;401;Le Vigan;CHAR;3
CODGEO;Code géographique;Code géographique;402;Marvejols;CHAR;3
CODGEO;Code géographique;Code géographique;403;Clermont-l'Hérault;CHAR;3
CODGEO;Code géographique;Code géographique;404;Marennes-Hiers-Brouage;CHAR;3
CODGEO;Code géographique;Code géographique;405;Argenton-sur-Creuse;CHAR;3
CODGEO;Code géographique;Code géographique;406;Givet;CHAR;3
CODGEO;Code géographique;Code géographique;407;Saint-Vallier;CHAR;3
CODGEO;Code géographique;Code géographique;408;La Châtre;CHAR;3
CODGEO;Code géographique;Code géographique;409;Avesnes-sur-Helpe;CHAR;3
CODGEO;Code géographique;Code géographique;410;Condom;CHAR;3
CODGEO;Code géographique;Code géographique;411;Ugine;CHAR;3
CODGEO;Code géographique;Code géographique;412;Port-Saint-Louis-du-Rhône;CHAR;3
CODGEO;Code géographique;Code géographique;413;Les Andelys;CHAR;3
CODGEO;Code géographique;Code géographique;414;Clamecy;CHAR;3
CODGEO;Code géographique;Code géographique;415;Wissembourg (partie française);CHAR;3
CODGEO;Code géographique;Code géographique;416;Montmorillon;CHAR;3
CODGEO;Code géographique;Code géographique;417;Mortagne-au-Perche;CHAR;3
CODGEO;Code géographique;Code géographique;418;Valognes;CHAR;3
CODGEO;Code géographique;Code géographique;419;Raon-l'Étape;CHAR;3
CODGEO;Code géographique;Code géographique;420;La Voulte-sur-Rhône;CHAR;3
CODGEO;Code géographique;Code géographique;421;Plouhinec - Audierne;CHAR;3
CODGEO;Code géographique;Code géographique;422;Saint-Aignan;CHAR;3
CODGEO;Code géographique;Code géographique;423;Aire-sur-l'Adour;CHAR;3
CODGEO;Code géographique;Code géographique;424;Cadenet;CHAR;3
CODGEO;Code géographique;Code géographique;425;Longué-Jumelles;CHAR;3
CODGEO;Code géographique;Code géographique;426;Château-du-Loir;CHAR;3
CODGEO;Code géographique;Code géographique;427;Commercy;CHAR;3
CODGEO;Code géographique;Code géographique;428;Chantonnay;CHAR;3
CODGEO;Code géographique;Code géographique;429;Ham;CHAR;3
CODGEO;Code géographique;Code géographique;430;Carnac;CHAR;3
CODGEO;Code géographique;Code géographique;431;Vaison-la-Romaine;CHAR;3
CODGEO;Code géographique;Code géographique;432;Mauléon;CHAR;3
CODGEO;Code géographique;Code géographique;433;Commentry;CHAR;3
CODGEO;Code géographique;Code géographique;434;Sainte-Sigolène;CHAR;3
CODGEO;Code géographique;Code géographique;435;Aigues-Mortes;CHAR;3
CODGEO;Code géographique;Code géographique;436;Decize;CHAR;3
CODGEO;Code géographique;Code géographique;437;Terrasson-Lavilledieu;CHAR;3
CODGEO;Code géographique;Code géographique;438;Embrun;CHAR;3
CODGEO;Code géographique;Code géographique;439;Caussade;CHAR;3
CODGEO;Code géographique;Code géographique;440;Saint-Yrieix-la-Perche;CHAR;3
CODGEO;Code géographique;Code géographique;441;Valence;CHAR;3
CODGEO;Code géographique;Code géographique;442;Hauts de Bienne;CHAR;3
CODGEO;Code géographique;Code géographique;443;Marseillan;CHAR;3
CODGEO;Code géographique;Code géographique;444;Condé-en-Normandie;CHAR;3
CODGEO;Code géographique;Code géographique;445;Lavelanet;CHAR;3
CODGEO;Code géographique;Code géographique;446;Revin;CHAR;3
CODGEO;Code géographique;Code géographique;447;Crozon;CHAR;3
CODGEO;Code géographique;Code géographique;448;Sainte-Marie-aux-Mines;CHAR;3
CODGEO;Code géographique;Code géographique;449;Locminé;CHAR;3
CODGEO;Code géographique;Code géographique;450;Sisteron;CHAR;3
CODGEO;Code géographique;Code géographique;451;Nyons;CHAR;3
CODGEO;Code géographique;Code géographique;452;Hesdin;CHAR;3
CODGEO;Code géographique;Code géographique;453;Sarzeau;CHAR;3
CODGEO;Code géographique;Code géographique;454;Faverges-Seythenex;CHAR;3
CODGEO;Code géographique;Code géographique;455;Ganges;CHAR;3
CODGEO;Code géographique;Code géographique;456;Sézanne;CHAR;3
CODGEO;Code géographique;Code géographique;457;Doué-la-Fontaine;CHAR;3
CODGEO;Code géographique;Code géographique;458;Lesparre-Médoc;CHAR;3
CODGEO;Code géographique;Code géographique;459;Le Cateau-Cambrésis;CHAR;3
CODGEO;Code géographique;Code géographique;460;Mussidan;CHAR;3
CODGEO;Code géographique;Code géographique;461;Mamers;CHAR;3
CODGEO;Code géographique;Code géographique;462;Yssingeaux;CHAR;3
CODGEO;Code géographique;Code géographique;463;Bourg-Saint-Andéol;CHAR;3
CODGEO;Code géographique;Code géographique;464;Château-Arnoux-Saint-Auban;CHAR;3
CODGEO;Code géographique;Code géographique;465;Verneuil-sur-Avre;CHAR;3
CODGEO;Code géographique;Code géographique;466;Agon-Coutainville;CHAR;3
CODGEO;Code géographique;Code géographique;467;La Mure;CHAR;3
CODGEO;Code géographique;Code géographique;468;Argelès-Gazost;CHAR;3
CODGEO;Code géographique;Code géographique;469;Tonnerre;CHAR;3
CODGEO;Code géographique;Code géographique;470;Égletons;CHAR;3
CODGEO;Code géographique;Code géographique;471;Mauléon-Licharre;CHAR;3
CODGEO;Code géographique;Code géographique;472;Briey;CHAR;3
CODGEO;Code géographique;Code géographique;473;Soustons;CHAR;3
CODGEO;Code géographique;Code géographique;474;Saint-Chély-d'Apcher;CHAR;3
CODGEO;Code géographique;Code géographique;475;La Réole;CHAR;3
CODGEO;Code géographique;Code géographique;476;Roye;CHAR;3
CODGEO;Code géographique;Code géographique;477;Rosporden;CHAR;3
CODGEO;Code géographique;Code géographique;478;Ruffec;CHAR;3
CODGEO;Code géographique;Code géographique;479;Montrichard;CHAR;3
CODGEO;Code géographique;Code géographique;480;Chemillé-en-Anjou;CHAR;3
CODGEO;Code géographique;Code géographique;481;Boën;CHAR;3
CODGEO;Code géographique;Code géographique;482;Peyrehorade;CHAR;3
CODGEO;Code géographique;Code géographique;483;Chauvigny;CHAR;3
CODGEO;Code géographique;Code géographique;484;Questembert;CHAR;3
CODGEO;Code géographique;Code géographique;485;Friville-Escarbotin;CHAR;3
CODGEO;Code géographique;Code géographique;486;Guer;CHAR;3
CODGEO;Code géographique;Code géographique;487;Aubusson;CHAR;3
CODGEO;Code géographique;Code géographique;488;Guise;CHAR;3
CODGEO;Code géographique;Code géographique;489;Doullens;CHAR;3
CODGEO;Code géographique;Code géographique;490;Aubigny-sur-Nère;CHAR;3
CODGEO;Code géographique;Code géographique;491;Chauffailles;CHAR;3
CODGEO;Code géographique;Code géographique;492;Tréguier;CHAR;3
CODGEO;Code géographique;Code géographique;493;Bessan;CHAR;3
CODGEO;Code géographique;Code géographique;494;Mauges-sur-Loire;CHAR;3
CODGEO;Code géographique;Code géographique;495;La Ferté-Macé;CHAR;3
CODGEO;Code géographique;Code géographique;496;Beaupréau-en-Mauges;CHAR;3
CODGEO;Code géographique;Code géographique;497;Semur-en-Auxois;CHAR;3
CODGEO;Code géographique;Code géographique;498;Souillac;CHAR;3
CODGEO;Code géographique;Code géographique;499;Amélie-les-Bains-Palalda;CHAR;3
CODGEO;Code géographique;Code géographique;500;La Charité-sur-Loire;CHAR;3
CODGEO;Code géographique;Code géographique;501;Fleurance;CHAR;3
CODGEO;Code géographique;Code géographique;502;Castillon-la-Bataille;CHAR;3
CODGEO;Code géographique;Code géographique;503;Bourbon-Lancy;CHAR;3
CODGEO;Code géographique;Code géographique;504;Sainte-Menehould;CHAR;3
CODGEO;Code géographique;Code géographique;505;Saint-Pierre-d'Oléron;CHAR;3
CODGEO;Code géographique;Code géographique;506;Dieuze;CHAR;3
CODGEO;Code géographique;Code géographique;507;Vittel;CHAR;3
CODGEO;Code géographique;Code géographique;508;Casteljaloux;CHAR;3
CODGEO;Code géographique;Code géographique;509;Penta-di-Casinca;CHAR;3
CODGEO;Code géographique;Code géographique;510;Surgères;CHAR;3
CODGEO;Code géographique;Code géographique;511;Jonzac;CHAR;3
CODGEO;Code géographique;Code géographique;512;Bogny-sur-Meuse;CHAR;3
CODGEO;Code géographique;Code géographique;513;Montdidier;CHAR;3
CODGEO;Code géographique;Code géographique;514;Briare;CHAR;3
CODGEO;Code géographique;Code géographique;515;Loireauxence;CHAR;3
CODGEO;Code géographique;Code géographique;516;Saint-Hilaire-du-Harcouët;CHAR;3
CODGEO;Code géographique;Code géographique;517;Forcalquier;CHAR;3
CODGEO;Code géographique;Code géographique;518;Bohain-en-Vermandois;CHAR;3
CODGEO;Code géographique;Code géographique;519;Oraison;CHAR;3
CODGEO;Code géographique;Code géographique;520;Villedieu-les-Poêles-Rouffigny;CHAR;3
CODGEO;Code géographique;Code géographique;521;Mortagne-sur-Sèvre;CHAR;3
CODGEO;Code géographique;Code géographique;522;Aime-la-Plagne;CHAR;3
CODGEO;Code géographique;Code géographique;523;Rambervillers;CHAR;3
CODGEO;Code géographique;Code géographique;524;Nogent-sur-Seine;CHAR;3
CODGEO;Code géographique;Code géographique;525;Saint-Pourçain-sur-Sioule;CHAR;3
CODGEO;Code géographique;Code géographique;526;Beaumont-le-Roger;CHAR;3
CODGEO;Code géographique;Code géographique;527;L'Île-Rousse;CHAR;3
CODGEO;Code géographique;Code géographique;528;Bourgueil;CHAR;3
CODGEO;Code géographique;Code géographique;529;Vouziers;CHAR;3
CODGEO;Code géographique;Code géographique;530;Tournus;CHAR;3
CODGEO;Code géographique;Code géographique;531;Fumay;CHAR;3
CODGEO;Code géographique;Code géographique;532;Baugé-en-Anjou;CHAR;3
CODGEO;Code géographique;Code géographique;534;Gannat;CHAR;3
CODGEO;Code géographique;Code géographique;535;Le Cheylard;CHAR;3
CODGEO;Code géographique;Code géographique;536;Espalion;CHAR;3
CODGEO;Code géographique;Code géographique;537;Die;CHAR;3
CODGEO;Code géographique;Code géographique;538;Descartes;CHAR;3
CODGEO;Code géographique;Code géographique;539;Saint-Just-en-Chaussée;CHAR;3
CODGEO;Code géographique;Code géographique;540;Plateau d'Hauteville;CHAR;3
CODGEO;Code géographique;Code géographique;541;Biars-sur-Cère;CHAR;3
CODGEO;Code géographique;Code géographique;542;Joinville;CHAR;3
CODGEO;Code géographique;Code géographique;543;Hagetmau;CHAR;3
CODGEO;Code géographique;Code géographique;544;Saint-Éloy-les-Mines;CHAR;3
CODGEO;Code géographique;Code géographique;545;Montréal-la-Cluse;CHAR;3
CODGEO;Code géographique;Code géographique;546;Machecoul-Saint-Même;CHAR;3
CODGEO;Code géographique;Code géographique;547;Poligny;CHAR;3
CODGEO;Code géographique;Code géographique;548;Saint-Florentin;CHAR;3
CODGEO;Code géographique;Code géographique;549;Ernée;CHAR;3
CODGEO;Code géographique;Code géographique;550;Bitche;CHAR;3
CODGEO;Code géographique;Code géographique;551;Bagnères-de-Luchon;CHAR;3
CODGEO;Code géographique;Code géographique;552;Tarascon-sur-Ariège;CHAR;3
CODGEO;Code géographique;Code géographique;553;Salbris;CHAR;3
CODGEO;Code géographique;Code géographique;554;Châteaulin;CHAR;3
CODGEO;Code géographique;Code géographique;555;Baud;CHAR;3
CODGEO;Code géographique;Code géographique;556;Ribérac;CHAR;3
CODGEO;Code géographique;Code géographique;557;Neuf-Brisach;CHAR;3
CODGEO;Code géographique;Code géographique;558;Barbezieux-Saint-Hilaire;CHAR;3
CODGEO;Code géographique;Code géographique;559;Saint-Mihiel;CHAR;3
CODGEO;Code géographique;Code géographique;560;Thizy;CHAR;3
CODGEO;Code géographique;Code géographique;561;Saint-Seurin-sur-l'Isle;CHAR;3
CODGEO;Code géographique;Code géographique;562;Solesmes;CHAR;3
CODGEO;Code géographique;Code géographique;563;Port-la-Nouvelle;CHAR;3
CODGEO;Code géographique;Code géographique;564;Neufchâtel-en-Bray;CHAR;3
CODGEO;Code géographique;Code géographique;565;Baume-les-Dames;CHAR;3
CODGEO;Code géographique;Code géographique;566;Cerizay;CHAR;3
CODGEO;Code géographique;Code géographique;567;Modane;CHAR;3
CODGEO;Code géographique;Code géographique;568;Bruyères;CHAR;3
CODGEO;Code géographique;Code géographique;569;La Flotte;CHAR;3
CODGEO;Code géographique;Code géographique;570;Laudun-l'Ardoise;CHAR;3
CODGEO;Code géographique;Code géographique;571;Bellac;CHAR;3
CODGEO;Code géographique;Code géographique;572;Ligny-en-Barrois;CHAR;3
CODGEO;Code géographique;Code géographique;573;Gourdon;CHAR;3
CODGEO;Code géographique;Code géographique;574;Melle;CHAR;3
CODGEO;Code géographique;Code géographique;575;Beaurepaire;CHAR;3
CODGEO;Code géographique;Code géographique;576;La Souterraine;CHAR;3
CODGEO;Code géographique;Code géographique;577;Mauriac;CHAR;3
CODGEO;Code géographique;Code géographique;578;Nueil-les-Aubiers;CHAR;3
CODGEO;Code géographique;Code géographique;579;Montréjeau;CHAR;3
CODGEO;Code géographique;Code géographique;580;Pouzauges;CHAR;3
CODGEO;Code géographique;Code géographique;581;La Guerche-de-Bretagne;CHAR;3
CODGEO;Code géographique;Code géographique;582;Saint-Méen-le-Grand;CHAR;3
CODGEO;Code géographique;Code géographique;583;Le Boulou;CHAR;3
CODGEO;Code géographique;Code géographique;584;Brou;CHAR;3
CODGEO;Code géographique;Code géographique;585;Salernes;CHAR;3
CODGEO;Code géographique;Code géographique;586;Baccarat;CHAR;3
CODGEO;Code géographique;Code géographique;587;Pauillac;CHAR;3
CODGEO;Code géographique;Code géographique;588;Domfront en Poiraie;CHAR;3
CODGEO;Code géographique;Code géographique;589;Le Neubourg;CHAR;3
CODGEO;Code géographique;Code géographique;590;Montoire-sur-le-Loir;CHAR;3
CODGEO;Code géographique;Code géographique;591;Vic-en-Bigorre;CHAR;3
CODGEO;Code géographique;Code géographique;592;Saint-Céré;CHAR;3
CODGEO;Code géographique;Code géographique;593;Lalinde;CHAR;3
CODGEO;Code géographique;Code géographique;594;Amplepuis;CHAR;3
CODGEO;Code géographique;Code géographique;595;Thiviers;CHAR;3
CODGEO;Code géographique;Code géographique;596;Ingwiller;CHAR;3
CODGEO;Code géographique;Code géographique;597;Saint-Palais;CHAR;3
CODGEO;Code géographique;Code géographique;598;Plancoët;CHAR;3
CODGEO;Code géographique;Code géographique;599;Parentis-en-Born;CHAR;3
CODGEO;Code géographique;Code géographique;600;Quiberon;CHAR;3
CODGEO;Code géographique;Code géographique;601;Forges-les-Eaux;CHAR;3
CODGEO;Code géographique;Code géographique;602;Dol-de-Bretagne;CHAR;3
CODGEO;Code géographique;Code géographique;603;Mourmelon-le-Grand;CHAR;3
CODGEO;Code géographique;Code géographique;604;Morhange;CHAR;3
CODGEO;Code géographique;Code géographique;605;Brionne;CHAR;3
CODGEO;Code géographique;Code géographique;606;Essarts en Bocage;CHAR;3
CODGEO;Code géographique;Code géographique;607;Bazas;CHAR;3
CODGEO;Code géographique;Code géographique;608;Miramont-de-Guyenne;CHAR;3
CODGEO;Code géographique;Code géographique;609;Craon;CHAR;3
CODGEO;Code géographique;Code géographique;610;Nontron;CHAR;3
CODGEO;Code géographique;Code géographique;611;Moûtiers;CHAR;3
CODGEO;Code géographique;Code géographique;612;Ribeauvillé;CHAR;3
CODGEO;Code géographique;Code géographique;613;Saint-Sever;CHAR;3
CODGEO;Code géographique;Code géographique;614;Périers;CHAR;3
CODGEO;Code géographique;Code géographique;615;Vervins;CHAR;3
CODGEO;Code géographique;Code géographique;616;Salies-de-Béarn;CHAR;3
CODGEO;Code géographique;Code géographique;617;L'Île-d'Yeu;CHAR;3
CODGEO;Code géographique;Code géographique;618;Soufflenheim;CHAR;3
CODGEO;Code géographique;Code géographique;619;Bort-les-Orgues;CHAR;3
CODGEO;Code géographique;Code géographique;620;Valdahon;CHAR;3
CODGEO;Code géographique;Code géographique;621;Confolens;CHAR;3
CODGEO;Code géographique;Code géographique;622;La Roche-Chalais - Saint-Aigulin;CHAR;3
CODGEO;Code géographique;Code géographique;623;Feuquières-en-Vimeu - Fressenneville;CHAR;3
CODGEO;Code géographique;Code géographique;624;Noirmoutier-en-l'Île;CHAR;3
CODGEO;Code géographique;Code géographique;625;Bouzonville;CHAR;3
CODGEO;Code géographique;Code géographique;626;Beaumont-en-Véron;CHAR;3
CODGEO;Code géographique;Code géographique;627;Banyuls-sur-Mer;CHAR;3
CODGEO;Code géographique;Code géographique;628;Ars-en-Ré;CHAR;3
CODGEO;Code géographique;Code géographique;629;Rouffach;CHAR;3
CODGEO;Code géographique;Code géographique;630;Aiguillon;CHAR;3
CODGEO;Code géographique;Code géographique;631;Torigny-les-Villes;CHAR;3
CODGEO;Code géographique;Code géographique;632;Lamotte-Beuvron;CHAR;3
CODGEO;Code géographique;Code géographique;633;Cluny;CHAR;3
CODGEO;Code géographique;Code géographique;634;Morcenx-la-Nouvelle;CHAR;3
CODGEO;Code géographique;Code géographique;635;Selles-sur-Cher;CHAR;3
CODGEO;Code géographique;Code géographique;636;Carignan;CHAR;3
CODGEO;Code géographique;Code géographique;637;Mirande;CHAR;3
CODGEO;Code géographique;Code géographique;638;Eauze;CHAR;3
CODGEO;Code géographique;Code géographique;639;Sées;CHAR;3
CODGEO;Code géographique;Code géographique;640;Saint-Pierre-sur-Dives;CHAR;3
CODGEO;Code géographique;Code géographique;641;Muzillac;CHAR;3
CODGEO;Code géographique;Code géographique;642;Buzançais;CHAR;3
CODGEO;Code géographique;Code géographique;643;Courpière;CHAR;3
CODGEO;Code géographique;Code géographique;644;Vimoutiers;CHAR;3
CODGEO;Code géographique;Code géographique;645;Saint-Valery-en-Caux;CHAR;3
CODGEO;Code géographique;Code géographique;646;Bonneval;CHAR;3
CODGEO;Code géographique;Code géographique;647;Arbois;CHAR;3
CODGEO;Code géographique;Code géographique;648;Pons;CHAR;3
CODGEO;Code géographique;Code géographique;649;Morzine;CHAR;3
CODGEO;Code géographique;Code géographique;650;Le Controis-en-Sologne;CHAR;3
CODGEO;Code géographique;Code géographique;651;Dieulefit;CHAR;3
CODGEO;Code géographique;Code géographique;652;Langeac;CHAR;3
CODGEO;Code géographique;Code géographique;653;Villaines-la-Juhel;CHAR;3
CODGEO;Code géographique;Code géographique;654;Brienne-le-Château;CHAR;3
CODGEO;Code géographique;Code géographique;655;Wassy;CHAR;3
CODGEO;Code géographique;Code géographique;656;Nogent;CHAR;3
CODGEO;Code géographique;Code géographique;657;Nantua;CHAR;3
CODGEO;Code géographique;Code géographique;658;Marckolsheim;CHAR;3
CODGEO;Code géographique;Code géographique;659;Bapaume;CHAR;3
CODGEO;Code géographique;Code géographique;660;Fleury-sur-Andelle;CHAR;3
CODGEO;Code géographique;Code géographique;661;Saint-Georges-de-Mons;CHAR;3
CODGEO;Code géographique;Code géographique;663;Saint-Calais;CHAR;3
CODGEO;Code géographique;Code géographique;664;Maîche;CHAR;3
CODGEO;Code géographique;Code géographique;665;Stenay;CHAR;3
CODGEO;Code géographique;Code géographique;666;Laragne-Montéglin;CHAR;3
CODGEO;Code géographique;Code géographique;667;Bourganeuf;CHAR;3
CODGEO;Code géographique;Code géographique;668;Legé;CHAR;3
CODGEO;Code géographique;Code géographique;669;Langogne;CHAR;3
CODGEO;Code géographique;Code géographique;670;Barcelonnette;CHAR;3
CODGEO;Code géographique;Code géographique;671;Civray;CHAR;3
CODGEO;Code géographique;Code géographique;672;Gourin;CHAR;3
CODGEO;Code géographique;Code géographique;673;Ornans;CHAR;3
CODGEO;Code géographique;Code géographique;674;Blangy-sur-Bresle;CHAR;3
CODGEO;Code géographique;Code géographique;675;Saint-Loup-sur-Semouse;CHAR;3
CODGEO;Code géographique;Code géographique;676;Saint-Jean-Pied-de-Port;CHAR;3
CODGEO;Code géographique;Code géographique;677;Pontorson;CHAR;3
CODGEO;Code géographique;Code géographique;678;Saint-Lupicin;CHAR;3
CODGEO;Code géographique;Code géographique;679;Gramat;CHAR;3
CODGEO;Code géographique;Code géographique;680;Le Lude;CHAR;3
CODGEO;Code géographique;Code géographique;681;Villard-de-Lans;CHAR;3
CODGEO;Code géographique;Code géographique;682;Montreuil-Bellay;CHAR;3
CODGEO;Code géographique;Code géographique;683;Saint-Père-en-Retz;CHAR;3
CODGEO;Code géographique;Code géographique;684;Sainte-Maure-de-Touraine;CHAR;3
CODGEO;Code géographique;Code géographique;685;Vic-Fezensac;CHAR;3
CODGEO;Code géographique;Code géographique;686;La Loupe;CHAR;3
CODGEO;Code géographique;Code géographique;687;Étain;CHAR;3
CODGEO;Code géographique;Code géographique;688;Le Pouzin;CHAR;3
CODGEO;Code géographique;Code géographique;689;Cours;CHAR;3
CODGEO;Code géographique;Code géographique;690;La Châtaigneraie;CHAR;3
CODGEO;Code géographique;Code géographique;691;Saint-Vaast-la-Hougue;CHAR;3
CODGEO;Code géographique;Code géographique;692;Suippes;CHAR;3
CODGEO;Code géographique;Code géographique;693;La Monnerie-le-Montel;CHAR;3
CODGEO;Code géographique;Code géographique;694;Airvault;CHAR;3
CODGEO;Code géographique;Code géographique;695;Propriano;CHAR;3
CODGEO;Code géographique;Code géographique;696;Grandvilliers;CHAR;3
CODGEO;Code géographique;Code géographique;697;Venarey-les-Laumes;CHAR;3
CODGEO;Code géographique;Code géographique;698;Courtenay;CHAR;3
CODGEO;Code géographique;Code géographique;699;Montmirail;CHAR;3
CODGEO;Code géographique;Code géographique;700;Beaumont-de-Lomagne;CHAR;3
CODGEO;Code géographique;Code géographique;701;Pont-de-Buis-lès-Quimerch;CHAR;3
CODGEO;Code géographique;Code géographique;702;Varennes-sur-Allier;CHAR;3
CODGEO;Code géographique;Code géographique;703;Lectoure;CHAR;3
CODGEO;Code géographique;Code géographique;704;Anneyron;CHAR;3
CODGEO;Code géographique;Code géographique;705;Beauvoir-sur-Mer;CHAR;3
CODGEO;Code géographique;Code géographique;706;Châteauneuf-du-Faou;CHAR;3
CODGEO;Code géographique;Code géographique;707;Chanverrie;CHAR;3
CODGEO;Code géographique;Code géographique;708;Noyal-Pontivy;CHAR;3
CODGEO;Code géographique;Code géographique;709;Samoëns;CHAR;3
CODGEO;Code géographique;Code géographique;710;Ghisonaccia;CHAR;3
CODGEO;Code géographique;Code géographique;711;La Clayette;CHAR;3
CODGEO;Code géographique;Code géographique;712;Gamaches;CHAR;3
CODGEO;Code géographique;Code géographique;713;Malestroit;CHAR;3
CODGEO;Code géographique;Code géographique;714;Contrexéville;CHAR;3
CODGEO;Code géographique;Code géographique;715;Le Lardin-Saint-Lazare;CHAR;3
CODGEO;Code géographique;Code géographique;716;Luneray;CHAR;3
CODGEO;Code géographique;Code géographique;717;Saint-Fulgent;CHAR;3
CODGEO;Code géographique;Code géographique;718;La Bruffière;CHAR;3
CODGEO;Code géographique;Code géographique;719;Tartas;CHAR;3
CODGEO;Code géographique;Code géographique;720;Saint-Laurent-sur-Sèvre;CHAR;3
CODGEO;Code géographique;Code géographique;721;Arcis-sur-Aube;CHAR;3
CODGEO;Code géographique;Code géographique;722;Orbec;CHAR;3
CODGEO;Code géographique;Code géographique;723;Abondance;CHAR;3
CODGEO;Code géographique;Code géographique;724;Rostrenen;CHAR;3
CODGEO;Code géographique;Code géographique;725;Bar-sur-Seine;CHAR;3
CODGEO;Code géographique;Code géographique;726;Sancerre;CHAR;3
CODGEO;Code géographique;Code géographique;727;Artix;CHAR;3
CODGEO;Code géographique;Code géographique;728;Salins-les-Bains;CHAR;3
CODGEO;Code géographique;Code géographique;729;Durtal;CHAR;3
CODGEO;Code géographique;Code géographique;730;Dompierre-sur-Besbre;CHAR;3
CODGEO;Code géographique;Code géographique;731;Uzerche;CHAR;3
CODGEO;Code géographique;Code géographique;732;Lapalisse;CHAR;3
CODGEO;Code géographique;Code géographique;733;Sarre-Union;CHAR;3
CODGEO;Code géographique;Code géographique;734;Saint-Amour;CHAR;3
CODGEO;Code géographique;Code géographique;735;Pouancé;CHAR;3
CODGEO;Code géographique;Code géographique;736;Lacaune;CHAR;3
CODGEO;Code géographique;Code géographique;737;Fessenheim;CHAR;3
CODGEO;Code géographique;Code géographique;738;Cany-Barville;CHAR;3
CODGEO;Code géographique;Code géographique;739;Argentat;CHAR;3
CODGEO;Code géographique;Code géographique;740;Moncoutant-sur-Sèvre;CHAR;3
CODGEO;Code géographique;Code géographique;741;Charolles;CHAR;3
CODGEO;Code géographique;Code géographique;742;Nesle;CHAR;3
CODGEO;Code géographique;Code géographique;743;Dormans;CHAR;3
CODGEO;Code géographique;Code géographique;744;Culoz;CHAR;3
CODGEO;Code géographique;Code géographique;745;La Gacilly;CHAR;3
CODGEO;Code géographique;Code géographique;746;Bessé-sur-Braye;CHAR;3
CODGEO;Code géographique;Code géographique;747;Feuquières;CHAR;3
CODGEO;Code géographique;Code géographique;748;Le Nouvion-en-Thiérache;CHAR;3
CODGEO;Code géographique;Code géographique;749;Aumale;CHAR;3
CODGEO;Code géographique;Code géographique;750;Candé;CHAR;3
CODGEO;Code géographique;Code géographique;751;Bellême;CHAR;3
