CODGEO;NBMENFISC17;NBPERSMENFISC17;MED17;PIMP17;TP6017;TP60AGE117;TP60AGE217;TP60AGE317;TP60AGE417;TP60AGE517;TP60AGE617;TP60TOL117;TP60TOL217;PACT17;PTSA17;PCHO17;PBEN17;PPEN17;PPAT17;PPSOC17;PPFAM17;PPMINI17;PPLOGT17;PIMPOT17;D117;D917;RD17
604;1804;4262;17210;36.7;24.9;;35.1;30.3;24.1;;;14.5;40.3;61;53.2;4;3.8;33.8;8.1;9.7;3.2;3.9;2.6;-12.6;9240;29910;3.2
605;2085;4457;19030;42.6;17.8;;;23.4;;;;;34.6;60.6;53.6;3.6;3.4;36.4;7.2;8.5;2.5;3.7;2.3;-12.7;10620;30690;2.9
606;3463;8925;20920;47.1;7.1;;;;;;;5;15.1;80;73.5;2.6;3.9;19.9;9;5;3;1.2;0.8;-13.9;13760;30940;2.2
607;2396;5009;19590;43.8;15.6;;;22.1;;;;7.4;27.6;59.3;50.4;3.3;5.6;38.5;9.7;6.7;1.8;3.1;1.8;-14.2;11150;33150;3
608;2433;4734;17640;30.9;19.4;;;;;;;12.8;32;46.5;39.4;3;4.1;48.4;9;7.8;2;3.7;2.1;-11.7;10540;27740;2.6
609;2159;4642;19750;41.1;11.9;;;;;;;;25.8;58.9;52.1;2.1;4.7;38.2;11.5;5.2;2.4;1.5;1.3;-13.8;12190;31910;2.6
610;2148;4292;19500;42.2;14.5;;;;;;;8.1;28.4;57.8;50.5;2.8;4.5;40.4;10;5.6;1.6;2.5;1.5;-13.8;11110;31800;2.9
611;2103;4289;19090;49.6;19.8;;;27.2;;;;;29.2;68.8;55.9;4.5;8.4;28.9;12.8;6.3;2.3;2.1;1.9;-16.8;10290;33560;3.3
612;2026;4362;22290;56;11.6;;;;;;;;19.5;71.2;61;2.8;7.4;29.9;12;4.1;1.7;1.3;1.1;-17.2;11960;39470;3.3
613;2168;4848;20750;49.6;10.2;;;;;;;;21.8;65.1;56.3;3.1;5.7;34.9;9.6;5.1;2.1;1.8;1.2;-14.7;12620;34170;2.7
614;2617;5843;18590;34.3;14.9;;;16.7;;;;8.9;27.9;62.2;52.5;2.8;6.9;35.1;7.2;7;2.8;2.5;1.7;-11.5;11090;28680;2.6
615;1987;4471;18500;40.5;19.9;;23.9;22.8;;;;8.1;37.5;66.3;57.2;3.3;5.8;29.4;8.5;9.2;3;3.8;2.4;-13.4;10210;31100;3
616;2279;4546;19380;42;15.4;;;;;;;9;28.2;53.4;44.4;3;6;45.1;9.9;6.2;1.4;3.1;1.7;-14.6;10960;34240;3.1
617;2182;4788;21090;54.6;8.9;;;;;;;6.3;;57.4;46.5;3;7.9;40.9;16.5;2.6;1.3;0.8;0.5;-17.4;13240;37860;2.9
618;2034;4886;21820;53.6;10.3;;;;;;;;23.5;78.4;72.6;3.1;2.7;26.9;6.3;3.9;1.9;1.2;0.8;-15.5;12610;35990;2.9
619;2075;3892;19610;41.8;11.5;;;;;;;8.5;19.2;57.8;48.9;2.3;6.6;40;11.1;4.6;1.2;2.3;1.1;-13.5;12220;31680;2.6
620;2125;4985;21560;50.4;9.2;;;;;;;;16.6;78.3;71.4;3.1;3.8;24.3;7.7;5.1;2.6;1.4;1.1;-15.4;12990;37040;2.9
621;1985;4001;19360;41.6;16.3;;;;;;;10.6;33;57.3;48.8;2.5;6;41.1;9.5;5.4;1.7;2.4;1.3;-13.3;10840;32780;3
622;2260;4747;17750;36.3;21.1;;;27.2;;;;13.3;37.3;55;46.6;3.4;5;41.8;8;7.7;2.4;3.4;1.9;-12.5;10080;29830;3
623;2071;4593;18810;41.2;15.6;;;;;;;7.7;31.3;63.2;55.9;2.7;4.6;37;7.5;6;2.1;2.4;1.5;-13.7;11410;29470;2.6
624;2374;4629;21550;54.1;11;;;;;;;7.7;21.2;51;37.7;2.8;10.5;47;17.5;2.5;1;0.9;0.6;-18;12280;43320;3.5
625;1656;3885;18660;41.8;23.4;;36;37.1;;;;15.2;40.9;59.2;50.1;5.9;3.2;32.5;13.9;6.6;2.1;2.7;1.8;-12.2;9390;33400;3.6
626;2012;4594;22260;56.3;8.3;;;;;;;;17.5;67.2;60.9;2.5;3.8;36.5;6.8;4.5;1.8;1.7;1;-15;13350;36540;2.7
627;2182;4140;20430;50.5;17.1;;;27.8;;;;9.5;29.3;46.6;36.5;2.8;7.3;53.4;11.6;4.5;1.2;2;1.3;-16.1;10600;34760;3.3
628;2442;4890;23720;62.6;10.7;;;;;;;7;18.5;43.7;32.4;3.3;8;52.6;21.6;2.1;0.7;0.9;0.5;-20;12440;46670;3.8
629;1734;3979;22690;58.2;9.1;;;;;;;;20.2;74.5;67.7;2.4;4.4;29.4;8.1;3.9;1.9;1.1;0.9;-15.9;13270;37290;2.8
630;1916;4635;17070;34.3;24.9;;34.3;29.9;24;20;;14.4;40.1;62.2;51.6;4.5;6.1;32.1;10.8;8.8;3.1;3.5;2.2;-13.9;9710;29630;3
631;2952;6824;20390;45.1;10.2;;;;;;;6.4;18.9;70.3;62.7;2.8;4.8;29.8;7.7;5.3;2.4;1.8;1.1;-13.1;12610;30720;2.4
632;2058;4429;20460;48.8;11.4;;;;;;;;22.6;63.9;56.1;2.8;5;37.7;7.8;5.2;2.2;1.8;1.2;-14.6;12240;32390;2.6
633;2036;4115;21020;50.9;9.8;;;;;;;;16.9;61.3;53.5;2.5;5.3;38;12.1;4.9;1.9;1.6;1.4;-16.3;12810;35450;2.8
634;2262;4813;19530;42.2;13.2;;;;;;;;27;55.4;48.7;2.9;3.8;45;6.7;6.1;2;2.5;1.6;-13.2;11840;29620;2.5
635;1970;4198;18440;40.5;19.2;;;;;;;10.6;40.3;54.4;47.1;3.3;4;45.2;7.1;6.2;2.3;2.4;1.5;-12.9;10180;29600;2.9
636;1831;4083;17780;35;21.5;;;22.7;25.3;;;10.2;39.9;57.9;50.9;3.3;3.7;34.3;11.4;8.3;2.6;3.5;2.2;-11.9;9880;28910;2.9
637;2083;4211;19000;42.2;16.6;;;;;;;8.8;28.6;56.2;46.2;2.7;7.3;40.1;11.8;6.6;1.8;3;1.8;-14.7;10760;33180;3.1
638;2211;4639;18570;39.1;19.3;;;23.2;;;;11.5;34.4;57;45.8;3.7;7.5;39.2;13.2;5.4;1.6;2.3;1.5;-14.8;10330;32590;3.2
639;1742;3396;18680;37.4;17;;;;;;;;26.4;57.1;49.6;2.9;4.6;38.2;9.2;8.3;2.1;3.8;2.4;-12.8;11070;29590;2.7
640;3010;6718;18730;39;15.8;;21.5;19.6;18.8;;;9.3;28.9;61.3;52.9;3.1;5.3;36.8;8.4;6.3;2.7;2.1;1.5;-12.8;11190;29490;2.6
641;2305;5076;21270;49.7;8.8;;;;;;;;18;53.7;45.6;2.8;5.3;45.8;10.7;4.1;2;1.2;0.9;-14.3;13180;34110;2.6
642;2086;4311;19260;37.4;13.5;;;;;;;7.2;28.5;61.1;53.4;2.6;5.1;38.4;7.1;6.1;2;2.5;1.6;-12.7;11580;30440;2.6
643;2067;4301;18820;39.8;17.1;;;22.7;;;;11.3;29.3;61.4;53.8;3.4;4.2;36.3;10.2;6;1.9;2.5;1.6;-13.9;11140;32020;2.9
644;1706;3355;18150;36.8;21.6;;;;;;;10.9;34.7;51.4;44.2;3.3;3.9;44.1;9;7.6;2;3.3;2.3;-12.1;10140;29210;2.9
645;1910;3821;20210;49.2;15.3;;;;;;;;22.6;62.7;56;2.8;3.9;38.5;7.6;6.4;1.8;2.9;1.7;-15.2;11190;35720;3.2
646;2069;4505;20660;50.8;11.5;;;;;;;;24.1;59.8;54.2;2.5;3.1;39.8;9.7;5.5;2.5;1.8;1.2;-14.8;12280;32170;2.6
647;1988;3995;20330;46.2;11.6;;;;;;;7.1;22.8;59.9;51.3;2.5;6.1;40.7;9.5;4.8;1.6;2;1.2;-14.9;12130;35190;2.9
648;2069;4116;18490;38.3;18.6;;;;;;;10.2;30.7;58.8;48.8;4.1;5.9;38.1;8.3;7.3;2;3.2;2.1;-12.5;10470;30420;2.9
649;1947;4419;24170;65.6;8.8;;;;;;;7.3;;77.6;60;3.5;14.1;19.7;21.9;1.7;1.1;0.3;0.3;-20.9;13250;46460;3.5
650;3442;8000;20820;49.4;10;;;11.4;;;;6.2;22.8;66.4;58.6;3;4.8;33.9;9.5;4.6;2.1;1.6;0.9;-14.4;12640;33550;2.7
651;2139;4367;20350;44.4;15.4;;;;;;;8.7;29.3;51.4;42.3;3.4;5.7;45.5;14.1;4.5;1.7;1.6;1.2;-15.5;10640;37040;3.5
652;1971;3812;18890;39.6;15;;;;;;;8.3;30.3;51.4;41.4;2.9;7.1;44.3;10.7;6.8;1.8;3.3;1.7;-13.2;11210;31860;2.8
653;1829;3943;19190;40.3;13.7;;;;;;;;32;57.4;48.6;3.3;5.5;38.8;10.7;5.5;2.3;1.8;1.4;-12.4;11430;29390;2.6
654;1803;3680;19300;43.8;17.1;;;;;;;;32.1;56.7;49.1;2.8;4.8;41;8.4;7.3;2.1;3.2;2;-13.4;10820;31110;2.9
655;1737;3728;18520;41.9;18.3;;;;;;;8.8;35;62.7;54.6;3.3;4.8;36.3;6.5;7.4;2.6;3;1.8;-12.9;10900;30060;2.8
656;1811;3812;19640;42.8;14.4;;;;;;;7.8;29.3;64.3;57.9;2.7;3.7;34.6;8.2;6.2;2.3;2.4;1.5;-13.3;11560;30250;2.6
657;1638;3733;17500;42.1;26.4;;34.2;32.7;;;;;38.2;69.8;62.8;3.9;3.1;27.1;8.9;7.9;3.4;2.4;2.1;-13.7;9790;31000;3.2
658;1684;4120;21420;51.4;12.3;;;;;;;;23.4;73.2;65.9;3.8;3.5;27.8;9.3;5.3;2.4;1.7;1.2;-15.6;11850;35770;3
659;1423;3046;16960;38.2;22.4;;;28.6;;;;;32.1;57.7;49.8;3;4.9;36;10.2;9.8;3.2;3.8;2.8;-13.7;10380;30380;2.9
660;1972;4385;20180;49.6;12.6;;;;;;;;27;67.9;61;3.7;3.2;33.5;5.9;6;2.5;2.1;1.4;-13.3;11940;30940;2.6
661;1811;3937;19730;42.8;11.6;;;;;;;7.5;23.8;65.2;58.1;4.2;2.9;34.9;6.8;5.2;2.2;1.8;1.2;-12.1;12110;29850;2.5
663;1689;3284;19870;43.8;13.5;;;;;;;;27.1;54.7;47.9;2.4;4.4;43.6;9.1;5.6;1.6;2.4;1.6;-13;11500;29900;2.6
664;1950;4113;25520;59.9;9;;;;;;;;19.4;86.7;79.4;4.8;2.5;22.4;6.5;3.6;1.1;1.5;1;-19.2;13080;44620;3.4
665;1690;3539;19090;39.1;20.2;;;;;;;9.8;41.1;59.4;49.4;2.5;7.5;35.5;11.2;7.2;2.2;3.2;1.8;-13.3;9770;31770;3.3
666;1773;3564;19480;44.4;17.2;;;;;;;;30.3;55.5;48.6;3.1;3.8;41.3;10.5;6.2;1.9;2.7;1.6;-13.5;10610;32910;3.1
667;2055;4216;17360;35.8;24.9;;39.2;31.8;24.9;;;15.5;46.5;54.8;43.2;3.1;8.5;41.3;8.8;8.1;2.5;3.7;1.9;-13;9380;29090;3.1
668;1865;4526;19960;40.8;11.6;;;;;;;7.3;30.1;71.2;63.9;3.1;4.2;26.4;9.2;6.1;3.2;1.7;1.2;-12.9;12020;30890;2.6
669;1806;3729;19840;41.6;14.7;;;;;;;10.1;25.7;63;53.3;2.7;7;34.1;10.9;5.4;2;2.1;1.3;-13.4;11460;32080;2.8
670;1972;3875;19770;49.1;14.8;;;;;;;;22.4;63.3;49.9;4.8;8.6;33.5;14.2;4.4;1.6;1.5;1.3;-15.4;11670;34790;3
671;1804;3618;18220;38;18.5;;;;;;;10.2;38.1;51.7;42.7;2.3;6.7;43.5;11.6;6.5;1.9;2.8;1.8;-13.3;10530;32110;3
672;1866;3787;19080;41.6;14.3;;;;;;;10.4;32.8;55.9;45.1;2.8;8;42.5;9.5;5.3;1.9;2.3;1.1;-13.2;11530;30460;2.6
673;1959;4278;21690;51.1;8.6;;;;;;;;21.1;68.9;59.9;3.5;5.5;33.3;8.2;4.5;2;1.5;1;-14.9;13190;34530;2.6
674;1752;3794;18590;42.3;18.5;;;26.6;;;;;33.2;57.9;50.5;3.2;4.2;37.7;11.1;7.6;2.1;3.5;2;-14.3;10670;31450;2.9
675;1490;3334;16510;32.1;26.9;;;34.8;;25.2;;17.3;40.7;54.4;46.4;3.4;4.6;41;6.1;9.5;3.1;4.1;2.3;-11;9440;26950;2.9
676;1883;3991;20380;44.8;13.7;;;;;;;9.8;21.6;56.6;47.1;1.8;7.7;38.4;14.8;4.9;1.6;2.1;1.2;-14.7;11600;35000;3
677;2088;4185;19410;40.4;13.5;;;;;;;8.7;22.6;52;43.8;3;5.2;44.1;10.4;5.7;1.9;2.3;1.5;-12.2;11560;30120;2.6
678;1988;4809;20990;52.9;11;;;;;;;;23.1;68;61.7;2.9;3.4;33.8;7.5;5.1;2.5;1.4;1.2;-14.4;12400;34640;2.8
679;1762;3525;20020;45.3;12.6;;;;;;;8.9;21.1;58.8;50.8;3;5;40.8;9.8;4.8;1.5;2.1;1.2;-14.2;11570;33380;2.9
680;1938;4051;18810;37.3;16.1;;;;;;;9;33.6;52.1;44.3;3.1;4.7;44.9;9.5;5.9;2.3;2;1.6;-12.4;11000;28660;2.6
681;2110;4506;22650;56.2;9.5;;;;;;;;18;68.2;55.2;3.8;9.2;31.7;14.3;3.6;1.5;1.2;0.9;-17.8;12840;39960;3.1
682;1679;3753;18720;37.5;16.1;;;;;;;;29.3;62.5;52.6;4.4;5.5;35.3;7.9;6.8;2.7;2.4;1.7;-12.5;11060;30280;2.7
683;1820;4486;20420;47.5;9.5;;;;;;;6.5;19.9;73.5;64.4;3.2;5.9;25.2;9.6;5.4;2.8;1.6;1;-13.7;12890;30700;2.4
684;1856;3984;19680;41.6;13.1;;;;;;;;26.2;62.5;54.8;2.6;5.1;37.3;7.8;5.9;2.2;2.3;1.4;-13.5;11900;30090;2.5
685;1815;3637;19080;39.9;17.2;;;;;;;10.3;33.4;57.9;49.4;2.4;6.1;39;10.2;6.7;1.8;3.1;1.8;-13.8;10500;32620;3.1
686;1808;3658;17810;38.7;21.3;;;;;;;10.2;35.8;53.2;45.2;3.5;4.5;43.3;7.2;8.2;2.8;3.1;2.3;-11.9;9990;28970;2.9
687;1546;3546;18290;34.1;18.3;;;;;;;;32.5;59.1;52.3;2.9;3.9;32;12.5;8.1;3;3;2.1;-11.7;10770;29630;2.8
688;1659;3794;19100;41.1;16.6;;;;;;;;31.5;67.7;59.4;4.2;4.1;28.9;9.8;6.8;2.9;2.2;1.7;-13.2;10680;30120;2.8
689;2012;4250;19930;42.8;11.2;;;;;;;;23.4;56.9;50.6;2.9;3.4;39.6;12.3;5.2;2.1;1.8;1.3;-14;12240;33090;2.7
690;1648;3612;19040;36.9;11;;;;;;;;27;60.7;53.1;2.3;5.3;37.3;8.5;6.4;2.5;2.4;1.5;-12.9;12210;28710;2.4
691;1711;3467;19440;45.2;14;;;;;;;;23.7;51.6;40.3;2.6;8.7;46.7;12;4.6;1.5;1.8;1.3;-14.9;11630;36010;3.1
692;1290;3092;18340;40.1;15.5;;;;;;;;23.3;74.2;66.4;2.8;5;24.2;6.2;7.7;3.9;2;1.8;-12.3;11260;28690;2.5
693;1537;3393;18250;37.1;19.4;;;;;;;12.5;37.2;58.7;52.5;3.8;2.4;38.6;10;6.1;2.4;2.2;1.5;-13.4;10580;30070;2.8
694;1813;3905;19080;39.9;14.3;;;;;;;9.5;28.8;61.9;54.4;2.6;4.9;35.3;9.7;5.8;2.2;2.3;1.3;-12.7;11330;30540;2.7
695;1648;3541;19210;45.8;21;;;24.6;;;;13.3;27.4;67.2;54.7;4.3;8.2;29.6;12.5;6.9;2;3.1;1.8;-16.2;10030;34560;3.4
696;1522;3347;18850;42.1;18;;;;;;;;29.6;60.6;51.9;3.3;5.4;36;7.4;8.9;2.9;3.6;2.4;-12.9;10230;30120;2.9
697;1656;3332;19520;45.9;14.9;;;;;;;;26.5;62.9;57.1;2.8;3;37.4;6.6;6.1;2.1;2.4;1.6;-13;11220;30910;2.8
698;1894;3863;20140;45.7;14.3;;;;;;;7.8;27.9;53;45.1;3.4;4.5;45.6;9.8;5.6;2.1;2;1.5;-14;11670;31760;2.7
699;1627;3458;19240;44.7;16;;;;;;;;28;64;55.1;2.9;6;32.6;10.6;6.8;2.6;2.4;1.8;-14;11020;31260;2.8
700;1629;3583;18710;37.8;19.1;;;;;;;11.8;33.6;60.2;51;2.9;6.3;35;10.9;7.3;2.4;3.1;1.8;-13.4;10420;31220;3
701;1665;3701;19850;41.4;11;;;;;;;7.3;;69.6;61.2;4.2;4.2;31.2;5.9;5.8;3;1.7;1.1;-12.5;12310;29480;2.4
702;1737;3501;18320;38.2;17.4;;;;;;;;32.1;54.1;46.7;3;4.4;41;9.9;7.9;2.3;3.4;2.2;-12.9;10330;29680;2.9
703;1699;3434;19580;42;17.3;;;;;;;10;30.9;56.3;44.1;3.6;8.6;40;12.3;5.6;1.8;2.4;1.4;-14.2;10530;34450;3.3
704;1689;3905;21260;49.5;9.4;;;;;;;;22.9;69.3;62.4;3;3.9;31.1;9.9;4.2;2.1;1.2;0.9;-14.5;13060;33690;2.6
705;1906;3851;19880;43.4;10.8;;;;;;;7;22.7;49.2;37.7;3;8.5;49.5;11.6;3.7;1.5;1.3;0.9;-14;12430;31040;2.5
706;1660;3483;19500;41.3;13.8;;;;;;;9;30.5;60.5;51.2;3.5;5.8;39;8.5;5.3;2.2;1.9;1.2;-13.3;11790;30160;2.6
707;2208;5527;20970;45.6;5.1;;;;;;;;;73.6;65.5;2.3;5.8;26.9;8.8;4;2.5;0.8;0.7;-13.3;14660;30520;2.1
708;1505;3672;21130;51.7;8.1;;;;;;;;;73.6;66;2.2;5.4;28.2;7.9;4.5;2.5;1.1;0.9;-14.2;13130;32900;2.5
709;1863;4013;23420;59.2;11.1;;;;;;;8.1;17.9;71.6;59.3;3.8;8.5;28.5;15.8;2.3;1.3;0.6;0.4;-18.2;12330;43140;3.5
710;1384;3236;17890;40.3;24.7;;;29.6;;;;;38.9;68.7;54.1;3;11.6;30.6;9.7;7.4;2.2;3.2;2;-16.4;8840;34630;3.9
711;1561;3075;20160;44.2;12;;;;;;;;24.6;55.4;46.2;2.1;7.1;42.1;12.4;3.8;1.3;1.4;1.1;-13.7;12370;33450;2.7
712;1441;3057;18180;39.5;19.8;;;;;;;10.5;35.4;59.2;51.6;3.2;4.4;38.5;6.6;8.2;2.3;3.9;2;-12.5;10640;29150;2.7
713;1632;3439;20710;45.5;9;;;;;;;;;60.7;52.3;2.4;6;39.3;8.7;4.9;1.8;2;1.1;-13.6;12860;34790;2.7
714;1508;3094;19410;45.6;16.8;;;;;;;;30.2;61.4;55.4;4.4;1.6;38.2;7.9;7.3;2.1;3;2.2;-14.8;10580;33440;3.2
715;1480;3239;19260;42.4;14.4;;;;;;;10;27.9;59.2;52.4;3.5;3.3;41;7.1;5.3;2;1.9;1.4;-12.6;11430;30770;2.7
716;1537;3459;21120;50.7;8.4;;;;;;;;;61.1;51.7;2.3;7.1;38.2;11.4;4.1;1.7;1.5;0.9;-14.8;12980;36500;2.8
717;1536;3764;20350;45;8.6;;;;;;;;;77.2;70;2.5;4.7;24.1;6.7;5.1;2.8;1.3;1;-13.1;13300;29410;2.2
718;1546;3928;20560;45.7;6.7;;;;;;;;;78.2;70.3;2.6;5.3;22.4;6.9;5.2;3.3;1.1;0.8;-12.7;13550;29710;2.2
719;1676;3699;19290;40.6;16.8;;;;;;;9.1;32;58.6;50.7;3;4.9;38.6;8.9;6.7;2;2.9;1.8;-12.8;10860;30440;2.8
720;1303;3242;21280;49;;;;;;;;;;75;66.9;2.5;5.6;27.7;6.8;4.5;2.7;1;0.8;-14;14700;33800;2.3
721;1449;3077;19410;43.3;15.6;;;;;;;;30.3;61.7;52;2.8;6.9;35.7;9.7;7;2.5;2.7;1.8;-14.1;11460;32590;2.8
722;1387;2934;18390;37.8;18.7;;;;;;;;30.4;59.6;50.9;3.4;5.3;37.7;7.9;7.7;2.7;2.9;2.1;-12.9;10280;30220;2.9
723;1496;3324;23250;62.8;9.3;;;;;;;;;82.3;67.3;4;11;19.9;15.8;2.3;1.3;0.6;0.4;-20.3;12970;41510;3.2
724;1489;2826;18600;36.5;17.2;;;;;;;11.3;32.6;51.8;42.4;2.4;7;45.5;8.2;7.5;2;3.6;1.9;-13;10420;31040;3
725;1268;2607;17680;39.6;22.5;;;;;;;;35.4;61.3;47.2;3.9;10.2;33.6;10.9;10;2.8;4.2;3;-15.8;9890;31340;3.2
726;1354;2612;21170;51.8;13.2;;;;;;;;27.8;62.6;43.2;2.4;17;34.5;17.5;4.3;1.1;1.9;1.3;-18.9;11980;42840;3.6
727;1450;3364;21080;48.4;10.1;;;;;;;;19;67;60.4;3.3;3.3;33.7;7.3;5.9;2.3;2.1;1.5;-13.9;12560;33540;2.7
728;1460;2688;18880;41.5;16.3;;;;;;;;25.8;55.6;47.4;2.6;5.6;43.2;9.3;5.8;1.6;2.5;1.7;-13.9;11130;32430;2.9
729;1462;3434;19460;38.5;13.1;;;;;;;;25;70.2;61.6;3.2;5.4;29.1;6.7;6.7;3.1;2.1;1.5;-12.7;11520;30370;2.6
730;1432;2984;19370;40.5;11.8;;;;;;;;24;56;48.2;2.6;5.2;40.1;11.6;5.9;1.8;2.7;1.4;-13.6;12120;30630;2.5
731;1110;2130;20550;45.2;12.7;;;;;;;;;63.2;53.9;2.3;7;37.8;8.6;5;1.7;2;1.3;-14.6;11510;33990;3
732;1405;2919;18390;35.6;18.1;;;;;;;;28.2;59.1;49.4;3;6.7;36.1;10.6;6.9;2;2.9;2;-12.7;10790;31650;2.9
733;1197;2654;18300;42;20.5;;;;;;;;36.6;60.9;53.8;3.5;3.6;36.6;10;7.3;2.5;2.9;1.9;-14.8;9990;32550;3.3
734;1476;3221;20390;46.7;12.5;;;;;;;;28.9;65.7;59.1;2.7;3.9;36.1;7.4;5;2.4;1.4;1.2;-14.2;12110;32940;2.7
735;3696;8641;18940;34.7;12.8;;13;16.6;;;;8.1;24.4;66.1;56.7;3.3;6.1;31.8;7.8;5.9;2.9;1.7;1.3;-11.6;11720;28110;2.4
736;1311;2863;19400;44.3;13.4;;;;;;;;26.2;65.4;57.2;2.3;5.9;34.7;9.8;4.1;1.5;1.6;1;-14;11850;31520;2.7
737;1320;3346;24820;65.6;;;;;;;;;;82.7;78.5;2.3;1.9;25.1;5.7;2.7;1.7;0.6;0.4;-16.2;14500;39480;2.7
738;1377;3001;19950;46.3;14.6;;;;;;;;19.9;67.9;61;3.1;3.8;33;6.6;6.8;2.3;2.8;1.7;-14.3;11470;34890;3
739;1459;2776;20040;46.6;11.4;;;;;;;;;54.5;44.4;2.2;7.9;43.8;12.7;4.6;1.2;2;1.4;-15.6;12290;34470;2.8
740;2157;5007;19250;38;13.8;;;16.2;;;;9.4;29.6;66.2;56.3;2.5;7.4;31.4;9.4;5.8;2.7;1.9;1.2;-12.8;11750;30080;2.6
741;1378;2717;19420;43.5;16.5;;;;;;;;27.5;57.5;47.5;2.7;7.3;38.3;12.4;6.4;2.1;2.5;1.8;-14.6;11230;34170;3
742;1217;2767;17770;40.7;20.6;;;;;;;;39.6;62.9;54.4;3.5;5;35.2;7.6;8.3;3.1;3.2;2;-14;10320;30810;3
743;1335;2785;19950;49.2;15;;;;;;;;29.2;65.8;43.8;3.1;18.9;31.9;14.5;5.6;2.1;1.9;1.6;-17.8;11060;37980;3.4
744;1222;2771;19870;46.6;15.3;;;;;;;;27.2;67.9;60.8;4.4;2.7;32.1;6.7;6.2;2.9;1.8;1.5;-12.9;11480;31200;2.7
745;1743;3852;20470;45.5;10.3;;;;;;;;26.9;67.3;59.4;2.9;5;32.8;7.4;5.4;2.4;1.9;1.1;-12.9;12590;30770;2.4
746;1228;2544;20680;50.8;12;;;;;;;;;53.9;48.5;2.1;3.3;46.5;8.2;4.7;2;1.5;1.2;-13.3;11840;30530;2.6
747;1118;2721;18440;41.9;17.7;;;;;;;;31.9;70.7;63.4;3.7;3.6;27.6;5.7;8.6;3.7;3;1.9;-12.6;11010;28860;2.6
748;1138;2485;17650;37.7;22.1;;;;;;;;37.4;61.2;53.5;2.9;4.8;32.3;10;9.8;3;4.3;2.5;-13.3;10130;30040;3
749;1182;2326;18740;42.3;16.4;;;;;;;;27.3;58.9;49.2;2.5;7.2;38.3;10.5;6.3;1.9;2.8;1.6;-14;10960;31790;2.9
750;1184;2640;18880;34.7;12.9;;;;;;;;26.3;64.4;56.9;3;4.5;32.8;8.3;6.7;2.8;2.2;1.7;-12.2;11920;30960;2.6
751;1019;2094;20080;42.7;13.4;;;;;;;;;62.2;51.8;3.1;7.3;35.8;11.2;5;1.7;2;1.3;-14.2;11840;33540;2.8
752;1211;2628;19740;46.1;13.8;;;;;;;;30.9;62;55.2;2.8;4;38.3;7.4;6.1;2.5;2.2;1.4;-13.8;11770;32240;2.7
753;1231;2468;18980;34.4;12.5;;;;;;;;28.3;52.9;46;2.5;4.4;41.6;11.6;5.8;1.8;2.3;1.7;-11.9;11850;29600;2.5
754;1150;2359;19350;41.7;18.6;;;;;;;;39.6;56;45.7;3.1;7.2;40.9;9.6;6.9;2.6;2.4;1.9;-13.4;10710;30710;2.9
755;2020;4873;19890;40.5;9.6;;;;;;;;20.3;69.4;61.9;2.6;4.9;30.1;7.3;6.1;3.1;1.7;1.3;-12.9;12770;29870;2.3
756;1168;2820;21100;49.7;12;;;;;;;;23.1;75.2;69.4;2.8;3;26.2;6.1;5.7;3;1.4;1.3;-13.2;12050;32750;2.7
757;1274;2761;19340;38.9;10.5;;;;;;;;21.4;61.6;55.1;2.6;3.9;36.3;9.7;5.4;2.6;1.4;1.4;-13;12560;29800;2.4
758;1041;2317;25430;19;13.2;;;;;;;;;14.9;11.9;2.2;0.8;14.3;72.9;2.1;0.6;1.1;0.4;-4.2;11020;42830;3.9
759;2141;4725;19150;37.6;13.8;;;22.6;;;;7.9;24.4;60.1;51.5;2.4;6.2;34.6;10.1;7.3;2.7;2.9;1.7;-12.1;11520;29340;2.5
760;1259;2502;19070;42.2;16.2;;;;;;;;29.5;55.2;48.3;2.9;4;42.6;8.7;7.1;2.2;2.9;2;-13.6;11200;31590;2.8
761;1401;3208;23610;65.5;7.1;;;;;;;;;74.9;47.9;1.7;25.3;25;19.9;2.5;1.3;0.7;0.5;-22.3;14030;50690;3.6
762;1086;2501;21700;52.5;8.2;;;;;;;;;71.3;65.4;2.5;3.4;30.3;10;3.7;1.9;1.1;0.7;-15.3;13310;33620;2.5
763;940;2243;18600;37.6;15.4;;;;;;;;22.4;74;67.4;3.4;3.2;24.2;4.4;9.1;3.9;2.9;2.3;-11.7;11280;27110;2.4
764;1003;2082;19980;42.8;12.9;;;;;;;;;60.4;50.3;2.9;7.2;39.7;8.5;5.6;2.1;2.2;1.3;-14.2;11950;33000;2.8
765;1514;3509;20030;47.5;11.1;;;;;;;;22.5;67.6;59.7;3.1;4.8;34.5;6.3;4.9;2.4;1.3;1.2;-13.3;12400;31310;2.5
766;976;2197;16170;31;29.7;;;37.7;;;;;43.1;58.5;48.4;3.6;6.5;31.5;9.4;12.8;3.8;5.5;3.5;-12.2;9510;29260;3.1
767;1058;2148;18150;34.5;16.5;;;;;;;;26.6;55;43.8;3.7;7.5;40.8;9.5;7.7;2.1;3.6;2;-13;10850;31900;2.9
768;1085;2417;19660;45;12.2;;;;;;;;;66;58.6;2.2;5.2;33.3;8.6;5.6;2.6;1.6;1.4;-13.5;11630;30830;2.6
769;2690;6583;19290;38.7;13.5;;;13.8;;;;9.8;26.4;71.1;61.6;3.1;6.4;26.6;8.5;6;3;1.8;1.2;-12.2;11500;28370;2.5
